Track,Artist,Album,Album_type,Licensed,official_video
No Podras,Cristian Castro,Agua Nueva,album,False,False
Por Amarte Así,Cristian Castro,Mi Vida Sin Tu Amor,album,False,False
Resistiré,Cristian Castro,Resistiré,single,True,True
Azul,Cristian Castro,"El Romántico, El Príncipe",album,True,True
Yo Quería,Cristian Castro,"El Romántico, El Príncipe",album,True,True
Lloviendo Estrellas,Cristian Castro,"El Romántico, El Príncipe",album,True,True
Es Mejor Así,Cristian Castro,Un Segundo En El Tiempo,album,True,True
Es Mejor Así (feat. Reik) - Primera Fila - Live Version,Cristian Castro,Cristian Castro En Primera Fila - Día 1,album,True,True
Volver a Amar,Cristian Castro,Mi Vida Sin Tu Amor,album,True,True
Color Esperanza / Sólo le Pido a Dios - Versión México,Cristian Castro,Color Esperanza / Sólo le Pido a Dios (Versión México),single,True,True
"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune",single,False,False
"Clair de Lune, L. 32",Claude Debussy,Debussy: Clair De Lune and Other Piano Favourites,album,False,False
"Rêverie, L. 68: Rêverie",Claude Debussy,"Debussy: Complete Works for Solo Piano, Vol.1",album,False,False
"Rêverie, L. 68",Claude Debussy,Debussy: Estampes; Pour le piano; 6 épigraphes antiques,album,False,False
"Suite bergamasque, L. 75: Clair de lune",Claude Debussy,Alexis Weissenberg plays Debussy,album,False,False
Bruyères - Home Session,Claude Debussy,Debussy: Bruyères (Home Session),single,True,True
"Suite Bergamasque, L. 75: III. Clair de lune (Andante très expressif)",Claude Debussy,"Debussy: Children's Corner, Suite bergamasque, Images",album,False,False
"2 Arabesques, L. 66: No. 1 in E Major",Claude Debussy,"Debussy: Piano Music, Vol. 4",album,True,True
"Préludes / Book 1, L. 117: 8. La fille aux cheveux de lin",Claude Debussy,Debussy,compilation,True,True
"2 Arabesques, L. 66: I. Andantino con moto",Claude Debussy,Debussy: Suite bergamasque; Estampes; 2 Arabesques,album,True,True
Cama e Mesa - Versão Remasterizada,Roberto Carlos,Roberto Carlos (1981 Remasterizado),album,True,True
El Gato Que Está Triste y Azul - Un Gato Nel Blu,Roberto Carlos,30 Grandes Canciones,album,False,False
Detalles (Detalhes),Roberto Carlos,Un Gato En La Oscuridad,album,True,True
Amigo,Roberto Carlos,Inolvidables,album,True,True
Camionero (Caminhoneiro) [Gentle On My Mind],Roberto Carlos,Pra Sempre Em Espanhol - Vol. 2,compilation,True,True
Esse Cara Sou Eu,Roberto Carlos,Esse Cara Sou Eu,single,False,False
Yo Sólo Quiero (Un Millón de Amigos),Roberto Carlos,Leyendas,album,True,True
Amada Amante,Roberto Carlos,Un Gato En La Oscuridad,album,True,True
Puedes Llegar,Roberto Carlos,Voces Unidas,compilation,False,False
Cóncavo y Convexo (O Côncavo e o Convexo),Roberto Carlos,30 Grandes Canciones,album,True,True
First Love,Hikaru Utada,First Love,album,True,True
First Love - 2022 Mix,Hikaru Utada,First Love (2022 Mix),single,False,True
One Last Kiss,Hikaru Utada,BADモード,album,True,True
初恋,Hikaru Utada,初恋,album,False,False
Can You Keep A Secret?,Hikaru Utada,Distance,album,True,True
BADモード,Hikaru Utada,BADモード,album,True,True
君に夢中,Hikaru Utada,BADモード,album,True,True
Automatic,Hikaru Utada,Automatic / time will tell,single,True,True
Beautiful World,Hikaru Utada,HEART STATION,album,False,False
Automatic,Hikaru Utada,First Love,album,True,True
Something Like That,Tim McGraw,A Place In The Sun,album,True,True
Humble And Kind,Tim McGraw,Damn Country Music,album,True,True
Live Like You Were Dying,Tim McGraw,Live Like You Were Dying,album,True,True
"I Like It, I Love It",Tim McGraw,All I Want,album,True,True
Just To See You Smile,Tim McGraw,Everywhere,album,False,False
Where The Green Grass Grows,Tim McGraw,Everywhere,album,False,False
7500 OBO,Tim McGraw,Here On Earth,album,True,True
Highway Don't Care,Tim McGraw,Two Lanes Of Freedom,album,True,True
Indian Outlaw,Tim McGraw,Not A Moment Too Soon,album,True,True
It's Your Love,Tim McGraw,Everywhere,album,True,True
E. Coli (feat. Earl Sweatshirt),The Alchemist,Bread,album,True,True
Ocean Prime (feat. Boldy James),The Alchemist,Yacht Rock 2,album,False,False
Great Adventures,The Alchemist,Super Tecmo Bo,album,False,False
I Hate Everything (feat. Action Bronson),The Alchemist,The Food Villain,album,False,False
Loose Change (feat. Earl Sweatshirt),The Alchemist,This Thing Of Ours,album,True,True
6 Five Heartbeats (feat. Vince Staples),The Alchemist,This Thing Of Ours 2,single,True,True
Arrival,The Alchemist,Israeli Salad,album,True,True
"Something to Rap About (feat. Tyler, The Creator)",The Alchemist,Alfredo,album,False,True
1985,The Alchemist,Alfredo,album,False,True
Carruth,The Alchemist,The Price Of Tea In China,album,False,False
American Kids,Kenny Chesney,The Big Revival,album,True,True
half of my hometown (feat. Kenny Chesney),Kenny Chesney,kelsea,album,True,True
Get Along,Kenny Chesney,Songs for the Saints,album,True,True
She Thinks My Tractor's Sexy,Kenny Chesney,Everywhere We Go,album,True,True
When the Sun Goes Down,Kenny Chesney,When The Sun Goes Down,album,True,True
I Go Back,Kenny Chesney,When The Sun Goes Down,album,True,True
You and Tequila (feat. Grace Potter),Kenny Chesney,Hemingway's Whiskey,album,True,True
All the Pretty Girls,Kenny Chesney,Cosmic Hallelujah,album,True,True
Knowing You,Kenny Chesney,Here And Now,album,True,True
She's Got It All,Kenny Chesney,I Will Stand,album,True,True
Prometiste,Pepe Aguilar,MTV Unplugged,album,True,True
Por Mujeres Como Tú,Pepe Aguilar,Por Mujeres Como Tú,album,False,True
Directo Al Corazón,Pepe Aguilar,Por Mujeres Como Tú,album,True,True
No Me Hablen de Amor,Pepe Aguilar,A la Medida,album,True,True
Me Vas A Extrañar,Pepe Aguilar,Lo Mejor De Nosotros,album,True,True
Enseñanza De Los Viejos,Pepe Aguilar,Enseñanza De Los Viejos,single,True,True
¿Será Prudente?,Pepe Aguilar,¿Será Prudente?,single,True,True
Miedo,Pepe Aguilar,No Soy de Nadie,album,True,True
Perdóname,Pepe Aguilar,Por Una Mujer Bonita,album,True,True
Por Una Mujer Bonita,Pepe Aguilar,Por Una Mujer Bonita,album,True,True
El Ultimo Adiós - Varios Artistas Version,Thalia,El Ultimo Adiós,single,False,False
Color Esperanza 2020,Thalia,Color Esperanza 2020,single,False,False
No Me Acuerdo,Thalia,Valiente,album,True,True
Desde Esa Noche (feat. Maluma),Thalia,Latina,album,True,True
Te Perdiste Mi Amor (feat. Prince Royce),Thalia,Habítame Siempre (Bonus Tracks Version),album,True,True
No Me Enseñaste,Thalia,Thalia,album,True,True
Piel Morena,Thalia,En Extasis,album,False,True
"No, No, No",Thalia,El Sexto Sentido (Re+Loaded),single,True,True
El Próximo Viernes - Live Version,Thalia,Thalia En Primera Fila,album,True,True
Estoy Enamorado (with Pedro Capó) - Live Version,Thalia,Thalia En Primera Fila,album,True,True
Como Tu Mujer,Rocío Dúrcal,Como Tu Mujer,album,False,False
La Gata Bajo la Lluvia,Rocío Dúrcal,Lo Mejor De Lo Mejor,album,False,True
Amor Eterno,Rocío Dúrcal,Canta A Juan Gabriel,album,False,True
Déjame Vivir (with Juan Gabriel),Rocío Dúrcal,Canta A Juan Gabriel,album,False,True
Costumbres,Rocío Dúrcal,Canta A Juan Gabriel,album,False,True
Ya Te Olvidé,Rocío Dúrcal,Como Tu Mujer,album,False,False
Como Han Pasado los Años (with Julio Iglesias),Rocío Dúrcal,Una Estrella En El Cielo,album,False,False
El Destino (with Juan Gabriel),Rocío Dúrcal,Juntos Otra Vez (with Juan Gabriel),album,False,False
Hoy Lo Vi Pasar,Rocío Dúrcal,Para Toda La Vida,album,False,False
Me Gustas Mucho,Rocío Dúrcal,Canta A Juan Gabriel II,album,False,False
Amor Prohibido,Selena,Amor Prohibido,album,True,True
Si Una Vez,Selena,Amor Prohibido,album,False,False
El Chico Del Apartamento 512,Selena,Amor Prohibido,album,True,True
No Me Queda Más,Selena,Amor Prohibido,album,True,True
Dreaming Of You,Selena,Dreaming Of You,album,True,True
Como La Flor - Remastered,Selena,Entre A Mi Mundo,album,True,True
Baila Esta Cumbia,Selena,La Leyenda (Version Super Deluxe),compilation,True,True
Bidi Bidi Bom Bom,Selena,La Leyenda (Version Super Deluxe),compilation,True,True
La Carcacha,Selena,La Leyenda (Version Super Deluxe),compilation,True,True
Fotos Y Recuerdos,Selena,Amor Prohibido,album,False,False
Agar Tum Na Hote - Male Version,R. D. Burman,Agar Tum Na Hote (Original Motion Picture Soundtrack),album,True,True
"Jaane Kya Baat Hai (From ""Sunny"")",R. D. Burman,MasterWorks - R.D. Burman,album,True,True
Agar Tum Na Hote - Female Version,R. D. Burman,Agar Tum Na Hote (Original Motion Picture Soundtrack),album,True,True
"Roj Roj Aankhon Tale (From ""Jeeva"")",R. D. Burman,MasterWorks - R.D. Burman,album,True,True
"Mehbooba Mehbooba - From “Sholay Songs And Dialogues, Vol. 2” Soundtrack",R. D. Burman,Sholay,compilation,True,True
Nonstop Party Mix 2021 Mashup,R. D. Burman,Nonstop Party Mix 2021 Mashup,single,True,True
Pyar Hamen Kis Mod Pe - Satte Pe Satta / Soundtrack Version,R. D. Burman,Satte Pe Satta,compilation,True,True
Tum Kya Jano Mohabbat Kya Hai,R. D. Burman,Hum Kisise Kum Naheen (Original Motion Picture Soundtrack),album,False,False
Bachke Rehna Re Baba - Pukar / Soundtrack Version,R. D. Burman,Pukar,compilation,True,True
Kya Yehi Pyaar Hai,R. D. Burman,Kya Yehi Pyaar Hai,single,False,True
Moon Rise,Guru Randhawa,Man Of The Moon,album,True,True
"Nain Ta Heere (From ""Jugjugg Jeeyo"")",Guru Randhawa,"Nain Ta Heere (From ""Jugjugg Jeeyo"")",single,True,True
Valentine's Mashup 2019,Guru Randhawa,Valentine's Mashup 2019,single,True,True
Dance Meri Rani,Guru Randhawa,Dance Meri Rani,single,True,True
Suit Suit,Guru Randhawa,Hits Of Guru Randhawa,compilation,True,True
"Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,Enchantic Tulsi Kumar,album,True,True
"High Rated Gabru (From ""Nawabzaade"")",Guru Randhawa,"High Rated Gabru (From ""Nawabzaade"")",single,True,True
Naach Meri Rani,Guru Randhawa,Naach Meri Rani,single,True,True
"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",Guru Randhawa,52 Non Stop Dilbar Dilbar Remix,compilation,True,True
"Ishare Tere (From ""Ishare Tere"")",Guru Randhawa,High Rated Gabru - Guru Randhawa,album,True,True
El Amor De Tu Vida,Conjunto Primavera,El Amor De Tu Vida,single,True,True
Una Vez Más,Conjunto Primavera,Perdoname Mi Amor,album,True,True
Algo De Mí,Conjunto Primavera,Algo De Mi,album,True,True
Morir De Amor,Conjunto Primavera,Morir De Amor,album,True,True
Necesito Decirte,Conjunto Primavera,Necesito Decirte,album,True,True
Ese,Conjunto Primavera,El Amor Que Nunca Fue,album,True,True
Te Lloré,Conjunto Primavera,Que Ganas De Volver,album,True,True
Actos De Un Tonto,Conjunto Primavera,Perdoname Mi Amor,album,False,False
Adiós Amor,Conjunto Primavera,Decide Tú,album,False,False
No Te Podías Quedar,Conjunto Primavera,Ansia De Amar,album,True,True
Basta Ya - Banda,Jenni Rivera,Joyas Prestadas - Banda,album,False,True
No Llega el Olvido,Jenni Rivera,La Gran Señora,album,False,True
Inolvidable,Jenni Rivera,Mi Vida Loca,album,False,True
De Contrabando,Jenni Rivera,"Parrandera, Rebelde y Atrevida",album,False,True
Ya Lo Sé,Jenni Rivera,La Gran Señora,album,False,True
Con Él,Jenni Rivera,Jenni,album,False,True
La Gran Señora,Jenni Rivera,La Gran Señora,album,False,True
Resulta - Banda,Jenni Rivera,Joyas Prestadas - Banda,album,True,True
Qué Me Vas a Dar,Jenni Rivera,"Parrandera, Rebelde y Atrevida",album,False,True
Por Qué No Le Calas,Jenni Rivera,La Gran Señora,album,False,True
"Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,"Srivalli (From ""Pushpa The Rise Part - 01"")",single,True,True
Jashn-E-Bahaaraa,Javed Ali,Jodhaa Akbar (Original Motion Picture Soundtrack),album,True,True
Kun Faya Kun,Javed Ali,Rockstar,album,True,True
Tu Hi Haqeeqat,Javed Ali,Tum Mile (Original Motion Picture Soundtrack),album,True,True
Tum Tak,Javed Ali,Raanjhanaa (Original Motion Picture Soundtrack),album,True,True
Ek Din Teri Raahon,Javed Ali,Naqaab (Original Motion Picture Soundtrack),album,True,True
Nagada Nagada,Javed Ali,Jab We Met,album,True,True
"Guzarish (From ""Ghajini"")",Javed Ali,Teri Jhalak Asharfi Javed Ali Hits,compilation,True,True
Tum Tak - Lofi Flip,Javed Ali,Tum Tak (Lofi Flip),single,False,True
Siragugal,Javed Ali,Sarvam,single,True,True
Sun Maahi,Amaal Mallik,Sun Maahi,single,False,True
Soch Na Sake,Amaal Mallik,Airlift,single,True,True
Main Rahoon Ya Na Rahoon,Amaal Mallik,Main Rahoon Ya Na Rahoon,single,True,True
Kaun Tujhe (Armaan Malik Version),Amaal Mallik,Kaun Tujhe (Armaan Malik Version),single,True,True
"Heer Raanjhana (From ""Bachchhan Paandey"")",Amaal Mallik,"Heer Raanjhana (From ""Bachchhan Paandey"")",single,True,True
"Chale Aana (From ""De De Pyaar De"")",Amaal Mallik,"Chale Aana (From ""De De Pyaar De"")",single,True,True
Buddhu Sa Mann,Amaal Mallik,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),single,True,True
Bol Do Na Zara,Amaal Mallik,Azhar,single,True,True
"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",Amaal Mallik,52 Non Stop Dilbar Dilbar Remix,compilation,True,True
O Khuda,Amaal Mallik,Hero,compilation,True,True
Main Rang Sharbaton Ka,Chinmayi,Phata Poster Nikhla Hero (Original Motion Picture Soundtrack),album,True,True
"Mast Magan (From ""2 States"")",Chinmayi,Groove With Arijit Singh,album,True,True
Tere Bina,Chinmayi,Guru (Original Motion Picture Soundtrack),album,True,True
Vaarayo Vaarayo,Chinmayi,Aadhavan (Original Motion Picture Soundtrack),album,True,True
"96 (Theme) - From ""96""",Chinmayi,"96 (Theme) [From ""96""]",single,True,True
Main Rang Sharbaton Ka (Lofi Mix),Chinmayi,Main Rang Sharbaton Ka (Lofi Mix),single,True,True
Anbil Avan,Chinmayi,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),album,True,True
Oh Prema,Chinmayi,Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],album,True,True
Aaruyire,Chinmayi,Guru (Original Motion Picture Soundtrack),album,True,True
Naan Un,Chinmayi,24 (Tamil) (Original Motion Picture Soundtrack),single,True,True
Hallucination,Years & Years,Hallucination,single,True,True
King,Years & Years,Communion (Deluxe),album,True,True
Desire - Gryffin Remix,Years & Years,Desire (Gryffin Remix),single,False,False
Breathe,Years & Years,Take Shelter,single,True,True
Sweet Talker,Years & Years,Night Call (Deluxe),album,True,True
Hallucination - Navos Remix,Years & Years,Hallucination (Navos Remix),single,False,False
Starstruck,Years & Years,Night Call (Deluxe),album,True,True
100% Pure Love,Years & Years,100% Pure Love,single,True,True
A Second to Midnight,Years & Years,DISCO: Guest List Edition,album,True,True
Shine,Years & Years,Communion (Deluxe),album,True,True
Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,album,True,True
Fly Away,Lenny Kravitz,5,album,True,True
It Ain't Over 'Til It's Over,Lenny Kravitz,Mama Said,album,True,True
Again,Lenny Kravitz,Again,single,True,True
American Woman,Lenny Kravitz,5,album,True,True
Can't Get You Off My Mind,Lenny Kravitz,Circus,album,True,True
Always On The Run,Lenny Kravitz,Mama Said,album,True,True
Low,Lenny Kravitz,Raise Vibration,album,True,True
Stillness Of Heart,Lenny Kravitz,Lenny,album,True,True
I Belong To You,Lenny Kravitz,5,album,True,True
Porcelain,Moby,Play & Play: B Sides,album,True,True
Natural Blues,Moby,Play & Play: B Sides,album,True,True
Why Does My Heart Feel So Bad?,Moby,Play & Play: B Sides,album,True,True
Extreme Ways,Moby,18 & 18 B-Sides,album,True,True
Flower,Moby,Play & Play: B Sides,album,True,True
In This World,Moby,18 & 18 B-Sides,album,True,True
Lift Me Up,Moby,Hotel,album,True,True
One of These Mornings,Moby,18 & 18 B-Sides,album,False,False
Honey,Moby,Play & Play: B Sides,album,True,True
Go,Moby,Moby,album,True,True
No One Knows,Queens of the Stone Age,Songs For The Deaf,album,True,True
Go With The Flow,Queens of the Stone Age,Songs For The Deaf,album,True,True
I Sat by the Ocean,Queens of the Stone Age,...Like Clockwork,album,True,True
Make It Wit Chu,Queens of the Stone Age,Era Vulgaris,album,True,True
Little Sister,Queens of the Stone Age,Lullabies To Paralyze,album,True,True
The Way You Used To Do,Queens of the Stone Age,Villains,album,True,True
No One Knows,Queens of the Stone Age,Runtastic - Power Workout (Vol. 1),compilation,True,True
If Only,Queens of the Stone Age,Queens of the Stone Age,album,True,True
The Lost Art Of Keeping A Secret,Queens of the Stone Age,Rated R,album,True,True
"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",Queens of the Stone Age,Songs For The Deaf,album,True,True
Song 2 - 2012 Remaster,Blur,Blur (Special Edition),album,True,True
Girls & Boys,Blur,Blur: The Best Of,compilation,True,True
Parklife - 2012 Remaster,Blur,Parklife (Special Edition),album,True,True
Coffee & TV,Blur,13,album,True,True
Country House - 2012 Remaster,Blur,The Great Escape (Special Edition),album,True,True
Beetlebum - 2012 Remaster,Blur,Blur (Special Edition),album,True,True
Tender,Blur,13,album,True,True
Ghost Ship,Blur,The Magic Whip,album,False,False
Good Song,Blur,Think Tank (Special Edition),album,True,True
There's No Other Way - 2012 Remaster,Blur,Leisure (Special Edition),album,True,True
Wild World,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),album,True,True
Father And Son,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),album,False,True
Morning Has Broken - Remastered 2021,Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),album,False,True
The Wind - Remastered 2021,Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),album,True,True
Peace Train - Remastered 2021,Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),album,True,True
"If You Want To Sing Out, Sing Out",Yusuf / Cat Stevens,Tea For The Tillerman (Super Deluxe),album,False,False
Moonshadow - Remastered 2021,Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),album,True,True
Tea For The Tillerman,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),album,False,False
Oh Very Young,Yusuf / Cat Stevens,Buddha And The Chocolate Box,album,True,True
Lady D'Arbanville,Yusuf / Cat Stevens,Mona Bone Jakon (Remastered 2020),album,False,True
The Last of Us,Gustavo Santaolalla,The Last of Us,album,True,True
The Choice,Gustavo Santaolalla,The Last of Us,album,True,True
Te Amo y Más,Gustavo Santaolalla,The Book of Life (Original Motion Picture Soundtrack),compilation,False,False
I Love You Too Much,Gustavo Santaolalla,The Book of Life (Original Motion Picture Soundtrack),compilation,False,False
The Last of Us Part II,Gustavo Santaolalla,The Last of Us Part II (Original Soundtrack),album,False,False
Longing,Gustavo Santaolalla,The Last of Us Part II (Original Soundtrack),album,True,True
All Gone (Aftermath),Gustavo Santaolalla,The Last of Us,album,True,True
All Gone (No Escape),Gustavo Santaolalla,The Last of Us,album,True,True
The Path (A New Beginning),Gustavo Santaolalla,The Last of Us,album,True,True
The Apology Song,Gustavo Santaolalla,The Book of Life (Original Motion Picture Soundtrack),compilation,False,True
Walk,Pantera,Vulgar Display of Power,album,True,True
Cowboys from Hell,Pantera,Cowboys from Hell,album,True,True
Cemetery Gates,Pantera,Cowboys from Hell,album,True,True
I'm Broken,Pantera,Far Beyond Driven,album,True,True
Domination,Pantera,Cowboys from Hell,album,True,True
Mouth for War,Pantera,Vulgar Display of Power,album,True,True
5 Minutes Alone,Pantera,Far Beyond Driven,album,True,True
This Love,Pantera,Vulgar Display of Power,album,True,True
Floods,Pantera,The Great Southern Trendkill,album,False,False
Becoming,Pantera,Far Beyond Driven,album,False,False
Fast Car,Tracy Chapman,Tracy Chapman,album,True,True
Baby Can I Hold You,Tracy Chapman,Tracy Chapman,album,True,True
Give Me One Reason,Tracy Chapman,New Beginning,album,True,True
Talkin' Bout a Revolution,Tracy Chapman,Tracy Chapman,album,True,True
Stand by Me - Live at the Late Show with David Letterman,Tracy Chapman,Greatest Hits,compilation,False,False
Crossroads,Tracy Chapman,Crossroads,album,True,True
The Promise,Tracy Chapman,New Beginning,album,False,False
For My Lover,Tracy Chapman,Tracy Chapman,album,False,False
Across the Lines,Tracy Chapman,Tracy Chapman,album,True,True
"Baby, can I hold you tonight",Tracy Chapman,Pavarotti & Friends for Cambodia and Tibet,album,True,True
Astronaut In The Ocean,Kidz Bop Kids,KIDZ BOP 2022,album,False,True
abc,Kidz Bop Kids,KIDZ BOP Super POP!,album,True,True
Savage Love,Kidz Bop Kids,KIDZ BOP 2021,album,False,False
Levitating,Kidz Bop Kids,KIDZ BOP 2022,album,True,True
Dance Monkey,Kidz Bop Kids,KIDZ BOP Party Playlist!,album,True,True
Enemy,Kidz Bop Kids,KIDZ BOP Super POP!,album,False,False
Good 4 U,Kidz Bop Kids,KIDZ BOP 2022,album,True,True
Mood,Kidz Bop Kids,KIDZ BOP 2022,album,False,True
Kings & Queens,Kidz Bop Kids,KIDZ BOP 2021,album,False,True
Rain On Me,Kidz Bop Kids,KIDZ BOP 2021,album,False,True
Call Me,Blondie,Call Me,single,True,True
Heart Of Glass - Special Mix,Blondie,Best Of Blondie,compilation,True,True
Maria,Blondie,Greatest Hits,compilation,False,False
One Way Or Another,Blondie,Parallel Lines,album,False,False
Heart Of Glass,Blondie,Parallel Lines,album,True,True
The Tide Is High - Edit,Blondie,Tide Is High,single,True,True
Atomic,Blondie,Eat To The Beat,album,True,True
Rapture,Blondie,Greatest Hits: Blondie,compilation,True,True
Heart Of Glass - Remix,Blondie,Once More Into The Bleach,album,False,False
The Tide Is High - Remastered,Blondie,Autoamerican,album,True,True
Aunque no sea conmigo,Bunbury,Hijos del pueblo,album,True,True
Frente a frente (feat. Tulsa),Bunbury,Las Consecuencias,album,True,True
...Y al final,Bunbury,Flamingos,album,True,True
Parecemos tontos,Bunbury,Expectativas,album,True,True
Sí,Bunbury,Flamingos,album,True,True
Lady Blue,Bunbury,Flamingos,album,True,True
Aunque no sea conmigo - 2018 Remaster,Bunbury,Canciones 1987-2017 (2018 Remaster),album,True,True
La chispa adecuada (feat. León Larregui) - MTV Unplugged,Bunbury,MTV Unplugged. El Libro De Las Mutaciones,album,True,True
La constante,Bunbury,Expectativas,album,True,True
Ven y camina conmigo (feat. Pepe Aguilar) - MTV Unplugged,Bunbury,MTV Unplugged. El Libro De Las Mutaciones,album,True,True
"Take Me Home, Country Roads",John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads",album,True,True
"Take Me Home, Country Roads",John Denver,"Poems, Prayers and Promises",album,True,True
Annie's Song,John Denver,Back Home Again,album,True,True
Rocky Mountain High,John Denver,Rocky Mountain High,album,True,True
Thank God I'm a Country Boy,John Denver,Back Home Again,album,True,True
We Wish You A Merry Christmas,John Denver,A Christmas Together,album,False,False
Rudolph the Red Nosed Reindeer,John Denver,Rocky Mountain Christmas,album,True,True
Sunshine On My Shoulders,John Denver,"Poems, Prayers and Promises",album,True,True
"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,John Denver's Greatest Hits,compilation,True,True
Perhaps Love,John Denver,Seasons Of The Heart,album,False,False
"Captain Save a Hoe (feat. The Click, D-Shot, B-Legit & Suga T)",E-40,The Mail Man,album,True,True
U and Dat (feat. T. Pain & Kandi Girl),E-40,My Ghetto Report Card,album,True,True
"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",E-40,Big Subwoofer,single,False,False
Tell Me When to Go (feat. Keak da Sneak),E-40,My Ghetto Report Card,album,True,True
Choices (Yup),E-40,Sharp On All 4 Corners (Deluxe Edition),album,False,False
I Stand On That,E-40,I Stand On That,single,False,False
My Shit Bang,E-40,Revenue Retrievin': Graveyard Shift,album,True,True
Again,E-40,STUNNA,album,True,True
B*tch,E-40,Revenue Retrievin': Day Shift,album,False,True
Function,E-40,The Block Brochure: Welcome To The Soil 2,album,True,True
Me Olvide De Vivir,Julio Iglesias,Begin the Beguine,album,False,False
Hey - Spanish,Julio Iglesias,Begin the Beguine,album,False,False
De Niña a Mujer,Julio Iglesias,De Nina A Mujer,album,False,False
Con la Misma Piedra,Julio Iglesias,Moments,album,False,False
Se Que Volveras,Julio Iglesias,Nana Latina,album,False,False
"Soy un Truhán, Soy un Señor",Julio Iglesias,Begin the Beguine,album,True,True
Por El Amor De Una Mujer,Julio Iglesias,A Flor De Piel,album,False,False
La Media Vuelta,Julio Iglesias,México & Amigos,album,True,True
Crazy,Julio Iglesias,Crazy,album,True,True
Puedes Llegar,Julio Iglesias,Voces Unidas,compilation,False,False
Talento De Televisión,Willie Colón,Mis Favoritas,compilation,False,False
Idilio,Willie Colón,Mis Favoritas,compilation,False,False
El Gran Varón,Willie Colón,Greatest Hits,compilation,False,False
El Día De Mi Suerte,Willie Colón,Lo Mato,album,False,False
Pedro Navaja,Willie Colón,Siembra,album,False,False
Gitana,Willie Colón,Tiempo pa' Matar,album,False,False
Juanito Alimaña,Willie Colón,Vigilante,album,False,False
La Murga,Willie Colón,Asalto Navideño,album,False,False
Ché Ché Colé,Willie Colón,Crime Pays,album,False,False
Todo Tiene Su Final,Willie Colón,Lo Mato,album,False,False
Irresponsables,Babasónicos,Infame,album,True,True
El Loco,Babasónicos,Jessico,album,True,True
Putita,Babasónicos,Infame,album,True,True
El Colmo,Babasónicos,Anoche,album,True,True
Como Eran Las Cosas,Babasónicos,Mucho,album,True,True
Pijamas,Babasónicos,Mucho,album,True,True
Carismático,Babasónicos,Anoche,album,True,True
Risa,Babasónicos,Infame,album,True,True
Las Demás,Babasónicos,Mucho,album,True,True
Yegua,Babasónicos,Anoche,album,True,True
Afuera,Caifanes,El Nervio Del Volcan,album,False,False
No Dejes Que...,Caifanes,El Silencio,album,False,False
La Célula Que Explota,Caifanes,El Diablito,album,False,False
Viento,Caifanes,Caifanes,album,False,False
Aquí No Es Así,Caifanes,El Nervio Del Volcan,album,False,False
Mátenme Porque Me Muero,Caifanes,Caifanes,album,False,False
La Negra Tomasa - Bilongo - Versión Tropical,Caifanes,Caifanes,album,True,True
Nubes,Caifanes,El Silencio,album,False,False
Ayer Me Dijo un Ave,Caifanes,El Nervio Del Volcan,album,False,False
Los Dioses Ocultos,Caifanes,El Diablito,album,False,False
Gotas De Lluvia,Grupo Niche,20th Anniversary,compilation,False,True
Algo Que Se Quede,Grupo Niche,40,album,True,True
Sin Sentimientos,Grupo Niche,The Best,compilation,False,False
Una Aventura,Grupo Niche,The Best,compilation,False,True
Nuestro Sueño,Grupo Niche,The Best,compilation,False,False
Busca Por Dentro,Grupo Niche,The Best,compilation,False,False
Cali Pachanguero,Grupo Niche,No Hay Quinto Malo,album,True,True
La Magia De Tus Besos,Grupo Niche,Siempre Una Aventura,compilation,True,True
Se Pareció Tanto a Ti,Grupo Niche,The Best,compilation,True,True
Eres,Grupo Niche,Salsa Romántica de Siempre,compilation,False,False
The Gambler,Kenny Rogers,The Gambler,album,True,True
Islands in the Stream,Kenny Rogers,Dolly,album,True,True
We've Got Tonight,Kenny Rogers,We've Got Tonight,album,True,True
Coward Of The County,Kenny Rogers,Kenny,album,False,False
Lady,Kenny Rogers,Daytime Friends: The Very Best Of Kenny Rogers,compilation,False,False
Through The Years - Single Version,Kenny Rogers,Share Your Love,album,True,True
