Track,Artist,Album,Album_type,Licensed,official_video
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Jay Park,Pop 2,album,True,True
Need To Know,Jay Park,Need To Know,single,False,False
The Purge,Jay Park,H1GHR : RED TAPE,album,False,False
iffy (Prod. GroovyRoom),Jay Park,Dingo X H1GHR MUSIC,single,False,False
Me Like Yuh,Jay Park,EVERYTHING YOU WANTED,album,False,False
DRIVE (Feat. GRAY),Jay Park,EVERYTHING YOU WANTED,album,False,False
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,Glow,album,True,True
Under The Mistletoe - Bonus Track,Brett Eldredge,When Christmas Comes Around...,album,True,True
A Holly Jolly Christmas,Brett Eldredge,Glow (Deluxe Edition),album,True,True
Beat of the Music,Brett Eldredge,Bring You Back,album,True,True
Don't Ya,Brett Eldredge,Bring You Back,album,True,True
Hideaway - Studio Version,Brett Eldredge,Hideaway (Studio Version),single,True,True
Wanna Be That Song,Brett Eldredge,Illinois,album,True,True
Drunk on Your Love,Brett Eldredge,Illinois,album,True,True
Hideaway,Brett Eldredge,Songs About You,album,True,True
Songs About You,Brett Eldredge,Songs About You,album,True,True
Snow On The Beach (feat. Lana Del Rey),Lana Del Rey,Midnights,album,True,True
Summertime Sadness,Lana Del Rey,Born To Die – Paradise Edition (Special Version),album,True,True
Young And Beautiful,Lana Del Rey,Young And Beautiful,single,True,True
Doin' Time,Lana Del Rey,Norman Fucking Rockwell!,album,True,True
West Coast,Lana Del Rey,Ultraviolence (Deluxe),album,True,True
Brooklyn Baby,Lana Del Rey,Ultraviolence (Deluxe),album,False,False
Cinnamon Girl,Lana Del Rey,Norman Fucking Rockwell!,album,True,True
Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,single,True,True
Happiness is a butterfly,Lana Del Rey,Norman Fucking Rockwell!,album,False,False
The Other Woman,Lana Del Rey,Ultraviolence (Deluxe),album,False,False
Creepin' (with The Weeknd & 21 Savage),The Weeknd,HEROES & VILLAINS,album,False,False
Starboy,The Weeknd,Starboy,album,True,True
Blinding Lights,The Weeknd,After Hours,album,True,True
I Was Never There,The Weeknd,"My Dear Melancholy,",album,False,True
Die For You,The Weeknd,Starboy,album,True,True
Call Out My Name,The Weeknd,"My Dear Melancholy,",album,True,True
Save Your Tears,The Weeknd,After Hours,album,True,True
The Hills,The Weeknd,Beauty Behind The Madness,album,True,True
After Hours,The Weeknd,After Hours,album,False,False
Lost in the Fire (feat. The Weeknd),The Weeknd,Hyperion,album,True,True
Junio,Maluma,Junio,single,True,True
Sobrio,Maluma,Sobrio,single,True,True
Tukoh Taka - Official FIFA Fan Festival™ Anthem,Maluma,Tukoh Taka (Official FIFA Fan Festival™Anthem),single,False,True
Ojalá,Maluma,Ojalá,single,True,True
Hawái,Maluma,PAPI JUANCHO,album,True,True
Mojando Asientos (feat. Feid),Maluma,The Love & Sex Tape,album,True,True
Borro Cassette,Maluma,"Pretty Boy, Dirty Boy",album,True,True
11 PM,Maluma,11:11,album,True,True
Nos Comemos Vivos,Maluma,The Love & Sex Tape,album,True,True
Felices los 4,Maluma,F.A.M.E.,album,True,True
Hey Mor,Feid,OzuTochi,album,True,True
Yandel 150,Feid,Resistencia,album,True,True
CHORRITO PA LAS ANIMAS,Feid,SIXDO,single,True,True
LA INOCENTE,Feid,MICRODOSIS,album,True,True
Feliz Cumpleaños Ferxxo,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,album,True,True
En La De Ella,Feid,En La De Ella,single,True,True
Normal,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,album,True,True
ULTRA SOLO REMIX,Feid,ULTRA SOLO REMIX,single,False,True
Prohibidox,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,album,True,True
La Pasamos CXBRXN,Feid,SIXDO,single,True,True
La Llevo Al Cielo (Ft. Ñengo Flow),Anuel AA,La Llevo Al Cielo (Ft. Ñengo Flow),single,True,True
La Máquina,Anuel AA,LLNM2,album,True,True
Amanece,Anuel AA,Amanece,single,False,True
Delincuente,Anuel AA,Delincuente,single,True,True
Sola (Remix),Anuel AA,Sola (Remix),single,False,False
Adicto (with Anuel AA & Ozuna),Anuel AA,Adicto (with Anuel AA & Ozuna),single,True,True
Ella Quiere Beber - Remix,Anuel AA,Ella Quiere Beber (Remix),single,True,True
Ley Seca,Anuel AA,Timelezz,album,True,True
Hasta Que Dios Diga,Anuel AA,Emmanuel,album,True,True
¿Qué Nos Pasó?,Anuel AA,¿Qué Nos Pasó?,single,True,True
Miss You,Robin Schulz,Miss You,single,True,True
Waves - Robin Schulz Radio Edit,Robin Schulz,Waves (Robin Schulz Radio Edit),single,True,True
Sugar (feat. Francesco Yates),Robin Schulz,Sugar,album,True,True
Prayer in C - Robin Schulz Radio Edit,Robin Schulz,Prayer in C,single,True,True
Young Right Now,Robin Schulz,Young Right Now,single,True,True
On Repeat,Robin Schulz,On Repeat,single,True,True
Sun Will Shine,Robin Schulz,Sun Will Shine,single,True,True
AEIOU,Robin Schulz,AEIOU,single,True,True
Love Tonight (Robin Schulz Remix),Robin Schulz,Love Tonight (Robin Schulz Remix),single,True,True
In Your Arms (For An Angel),Robin Schulz,In Your Arms (For An Angel),single,True,True
Made You Look,Meghan Trainor,Takin' It Back,album,True,True
NO,Meghan Trainor,Thank You (Deluxe Version),album,True,True
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe),album,True,True
Dear Future Husband,Meghan Trainor,Title (Deluxe),album,True,True
Better When I'm Dancin',Meghan Trainor,Better When I'm Dancin',single,True,True
Me Too,Meghan Trainor,Thank You (Deluxe Version),album,True,True
All About That Bass,Meghan Trainor,Title (Deluxe),album,True,True
Lips Are Movin,Meghan Trainor,Title (Deluxe),album,True,True
Title,Meghan Trainor,Title (Deluxe),album,True,True
Don't I Make It Look Easy,Meghan Trainor,Takin' It Back,album,True,True
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,album,True,True
Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),A$AP Rocky,HEROES & VILLAINS,album,True,True
Sundress,A$AP Rocky,Sundress,single,True,True
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,AT.LONG.LAST.A$AP,album,True,True
Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],single,True,True
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),album,True,True
Same Problems?,A$AP Rocky,Same Problems?,single,False,False
L$D,A$AP Rocky,AT.LONG.LAST.A$AP,album,True,True
Livin It Up (with Post Malone & A$AP Rocky),A$AP Rocky,Punk,album,True,True
Potato Salad,A$AP Rocky,Potato Salad,single,False,False
Me and Your Mama,Childish Gambino,"""Awaken, My Love!""",album,True,True
Redbone,Childish Gambino,"""Awaken, My Love!""",album,True,True
Les,Childish Gambino,Camp,album,False,False
3005,Childish Gambino,Because the Internet,album,True,True
Heartbeat,Childish Gambino,Camp,album,True,True
III. Urn,Childish Gambino,Because the Internet,album,True,True
Bonfire,Childish Gambino,Camp,album,False,False
Sober,Childish Gambino,Kauai,album,True,True
This Is America,Childish Gambino,This Is America,single,True,True
IV. Sweatpants,Childish Gambino,Because the Internet,album,True,True
Leave The Door Open,Anderson .Paak,An Evening With Silk Sonic,album,True,True
Smokin Out The Window,Anderson .Paak,An Evening With Silk Sonic,album,True,True
Coast (feat. Anderson .Paak),Anderson .Paak,Coast,single,True,True
After Last Night (with Thundercat & Bootsy Collins),Anderson .Paak,An Evening With Silk Sonic,album,True,True
Skate,Anderson .Paak,An Evening With Silk Sonic,album,True,True
Where I Go (feat. H.E.R.),Anderson .Paak,Where I Go (feat. H.E.R.),single,False,True
Fly As Me,Anderson .Paak,An Evening With Silk Sonic,album,False,False
777,Anderson .Paak,An Evening With Silk Sonic,album,True,True
Love's Train,Anderson .Paak,An Evening With Silk Sonic,album,False,False
Come Down,Anderson .Paak,Malibu,album,False,False
idfc,blackbear,dead,single,False,False
hot girl bummer,blackbear,everything means nothing,album,False,True
my ex's best friend (with blackbear),blackbear,Tickets To My Downfall,album,True,True
IDGAF (with blackbear),blackbear,Serotonin Dreams,album,True,True
idfc,blackbear,deadroses,album,False,False
do re mi,blackbear,digital druglord,album,True,True
Memory,blackbear,Memory,single,True,True
make up sex (feat. blackbear),blackbear,mainstream sellout,album,True,True
gfy (with Machine Gun Kelly),blackbear,in loving memory,album,True,True
@ my worst,blackbear,@ my worst,single,True,True
Whiskey y Coco,Justin Quiles,Whiskey y Coco,single,True,True
Medallo,Justin Quiles,Hecho En Medellín,album,False,False
Loco,Justin Quiles,La Última Promesa,album,True,True
La Esquina del Mall,Justin Quiles,La Esquina del Mall,single,True,True
Cuaderno,Justin Quiles,Climaxxx,album,True,True
Que Mas Pues - Remix,Justin Quiles,Sueños,album,True,True
Conexión,Justin Quiles,Conexión,single,True,True
AEIOU,Justin Quiles,AEIOU,single,True,True
Colorín Colorado,Justin Quiles,La Última Promesa,album,True,True
Envolver Remix,Justin Quiles,Envolver Remix,single,True,True
Nonsense,Sabrina Carpenter,emails i can't send,album,True,True
because i liked a boy,Sabrina Carpenter,emails i can't send,album,True,True
On My Way,Sabrina Carpenter,World Of Walker,album,False,True
emails i can’t send,Sabrina Carpenter,emails i can't send,album,False,True
Looking at Me,Sabrina Carpenter,Singular Act II,album,False,False
Thumbs,Sabrina Carpenter,EVOLution,album,True,True
Skin,Sabrina Carpenter,Skin,single,True,True
A Nonsense Christmas,Sabrina Carpenter,A Nonsense Christmas,single,True,True
Vicious,Sabrina Carpenter,emails i can't send,album,False,True
Nonsense - Sped Up Version,Sabrina Carpenter,Nonsense (Sped Up Version),single,False,True
Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,album,True,True
Her Way,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,album,False,False
Belong to the City,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,album,False,False
Come and See Me (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),album,True,True
Her Old Friends,PARTYNEXTDOOR,Her Old Friends,single,True,True
Recognize (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR TWO,album,True,True
Just Might (with PARTYNEXTDOOR),PARTYNEXTDOOR,Over It,album,False,True
PERSIAN RUGS,PARTYNEXTDOOR,PARTYPACK,album,False,True
Excitement (feat. PARTYNEXTDOOR),PARTYNEXTDOOR,Pegasus,album,False,True
BELIEVE IT,PARTYNEXTDOOR,PARTYMOBILE,album,False,True
Losin Control,Russ,There's Really A Wolf,album,True,True
3:15 (Breathe),Russ,3:15 (Breathe),single,True,True
PUT YOU ON GAME,Russ,PUT YOU ON GAME,single,True,True
What They Want,Russ,There's Really A Wolf,album,True,True
"Psycho, Pt. 2",Russ,"Psycho, Pt. 2",single,True,True
Missin You Crazy,Russ,ZOO,album,True,True
Are You Entertained (feat. Ed Sheeran),Russ,Are You Entertained (feat. Ed Sheeran),single,True,True
Cherry Hill,Russ,There's Really A Wolf,album,True,True
HANDSOMER (Remix) (Feat. Ktlyn),Russ,HANDSOMER (Remix) (Feat. Ktlyn),single,True,True
BEST ON EARTH (feat. BIA) - Bonus,Russ,SHAKE THE SNOW GLOBE,album,True,True
Let Me Love You,DJ Snake,Encore,album,True,True
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,Carte Blanche,album,True,True
Middle,DJ Snake,Encore,album,True,True
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",single,True,True
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,Carte Blanche,album,True,True
Lean On,DJ Snake,Peace Is The Mission (Extended),album,False,False
Turn Down for What,DJ Snake,Turn Down for What,single,True,True
You Know You Like It,DJ Snake,You Know You Like It,single,True,True
Guddi Riddim,DJ Snake,Guddi Riddim,single,True,True
U Are My High,DJ Snake,U Are My High,single,False,True
Stir Fry,Migos,Culture II,album,True,True
Pure Water (with Migos),Migos,Perfect Ten,album,True,True
Walk It Talk It,Migos,Culture II,album,True,True
Bad and Boujee (feat. Lil Uzi Vert),Migos,Culture,album,False,False
MotorSport,Migos,Culture II,album,True,True
Narcos,Migos,Culture II,album,True,True
I Get the Bag (feat. Migos),Migos,Mr. Davis,album,True,True
Slide (feat. Frank Ocean & Migos),Migos,Funk Wav Bounces Vol.1,album,True,True
Slippery (feat. Gucci Mane),Migos,Culture,album,False,False
Notice Me,Migos,Culture II,album,False,False
All Your'n,Tyler Childers,Country Squire,album,True,True
Feathered Indians,Tyler Childers,Purgatory,album,True,True
Lady May,Tyler Childers,Purgatory,album,False,True
Shake the Frost (Live),Tyler Childers,Live on Red Barn Radio I & II,album,True,True
Follow You To Virgie (OurVinyl Sessions),Tyler Childers,Tyler Childers | OurVinyl Sessions,single,False,True
Way of the Triune God - Hallelujah Version,Tyler Childers,Can I Take My Hounds to Heaven?,album,True,True
Nose On The Grindstone (OurVinyl Sessions),Tyler Childers,Tyler Childers | OurVinyl Sessions,single,False,True
Whitehouse Road,Tyler Childers,Purgatory,album,True,True
Charleston Girl (Live),Tyler Childers,Live on Red Barn Radio I & II,album,True,True
Tattoos,Tyler Childers,Purgatory,album,True,True
Heartbreak Anthem (with David Guetta & Little Mix),Little Mix,Heartbreak Anthem (with David Guetta & Little Mix),single,True,True
Secret Love Song (feat. Jason Derulo),Little Mix,Get Weird (Expanded Edition),album,True,True
Power,Little Mix,Glory Days (Expanded Edition),album,True,True
Shout Out to My Ex,Little Mix,Glory Days (Expanded Edition),album,True,True
Black Magic,Little Mix,Get Weird (Expanded Edition),album,True,True
Love Me or Leave Me,Little Mix,Get Weird (Expanded Edition),album,False,False
Kiss My (Uh Oh),Little Mix,Therapy,album,True,True
Love Me Like You,Little Mix,Get Weird (Expanded Edition),album,True,True
Sweet Melody,Little Mix,Confetti,album,True,True
Woman Like Me (feat. Nicki Minaj),Little Mix,LM5 (Deluxe),album,True,True
Bombonzinho - Ao Vivo,Israel & Rodolffo,Bombonzinho (Ao Vivo),single,True,True
Perdoou Nada - Ao Vivo,Israel & Rodolffo,Perdoou Nada (Ao Vivo),single,True,True
Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus,Israel & Rodolffo,Israel & Rodolffo: Ao Vivo Em Brasília (Deluxe),album,True,True
Ex Alcoolizado - Ao Vivo,Israel & Rodolffo,"Israel & Rodolffo: Ao Vivo Em Brasília, Vol. 3",album,True,True
Batom de Cereja - Ao Vivo,Israel & Rodolffo,"Aqui e Agora, Vol.1 (Ao Vivo)",album,True,True
Chegou um Áudio - Ao Vivo | Faixa Bônus,Israel & Rodolffo,Israel & Rodolffo: Ao Vivo Em Brasília (Deluxe),album,True,True
Marca Evidente - Ao Vivo,Israel & Rodolffo,Marca Evidente,album,True,True
Trident de Menta - Ao Vivo,Israel & Rodolffo,"Let's Bora, Vol. 1 (Ao Vivo)",single,True,True
Declaração pro Bar - Ao Vivo,Israel & Rodolffo,"Amando, Bebendo e Sofrendo (Ao Vivo) - EP 3",single,True,True
Cê Não Pega Mais - Ao Vivo,Israel & Rodolffo,"Let's Bora, Vol. 1 (Ao Vivo)",single,True,True
"Kaadhal En Kaviye - From ""Salmon 3D""",Sid Sriram,"Kaadhal En Kaviye (From ""Salmon 3D"")",single,False,False
"Ennai Vittu (From ""Love Today"")",Sid Sriram,"Ennai Vittu (From ""Love Today"")",single,True,True
Urike Urike,Sid Sriram,"Urike Urike (From ""Hit 2"") - Single",single,True,True
Yaen Ennai Pirindhaai - Male,Sid Sriram,Adithya Varma,single,True,True
"Kanja Poovu Kannala (From ""Viruman"")",Sid Sriram,"Kanja Poovu Kannala (From ""Viruman"")",single,True,True
Ennodu Nee Irundhaal,Sid Sriram,I (Original Motion Picture Soundtrack),album,True,True
"Kadhaippoma (From ""Oh My Kadavule"")",Sid Sriram,"Kadhaippoma (From ""Oh My Kadavule"")",single,True,True
"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",Sid Sriram,"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",single,True,True
"Kalaavathi (From ""Sarkaru Vaari Paata"")",Sid Sriram,"Kalaavathi (From ""Sarkaru Vaari Paata"") - Single",single,True,True
Kalalo Kooda,Sid Sriram,Liger (Telugu) [Original Motion Picture Soundtrack],compilation,True,True
Lovers Rock,TV Girl,French Exit,album,False,False
Not Allowed,TV Girl,Who Really Cares,album,False,False
Cigarettes out the Window,TV Girl,Who Really Cares,album,False,False
Birds Dont Sing,TV Girl,French Exit,album,False,True
Louise,TV Girl,French Exit,album,False,False
It Almost Worked,TV Girl,The Night in Question: French Exit Outtakes,album,False,False
The Blonde,TV Girl,French Exit,album,False,False
Hate Yourself,TV Girl,French Exit,album,False,False
Loving Machine,TV Girl,Who Really Cares,album,False,False
Better in the Dark,TV Girl,Summer's Over,album,False,False
Instagram - Remix,Darell,Siempre Blessd,album,False,False
Otro Trago,Darell,Sueños,album,True,True
Asesina,Darell,Asesina,single,True,True
Velitas,Darell,Velitas,single,True,True
4K,Darell,4K,single,True,True
Te Boté,Darell,Te Boté (Clean Version),single,True,True
Caliente,Darell,Caliente,single,True,True
Ojala,Darell,La Oscuridad,album,False,False
B11 (feat. Myke Towers),Darell,B11 (feat. Myke Towers),single,False,True
Ta To Gucci (Remix),Darell,Cauty VS Young Cauty,single,False,False
HOTEL LOBBY (Unc & Phew),Takeoff,Only Built For Infinity Links,album,True,True
To The Bone (feat. YoungBoy Never Broke Again),Takeoff,Only Built For Infinity Links,album,False,False
HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,Takeoff,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,single,True,True
Casper,Takeoff,The Last Rocket,album,True,True
Chocolate (feat. Young Thug and Gunna),Takeoff,Only Built For Infinity Links,album,False,False
Nothing Changed,Takeoff,Only Built For Infinity Links,album,False,False
Last Memory,Takeoff,The Last Rocket,album,True,True
Messy,Takeoff,Only Built For Infinity Links,album,False,False
See Bout It (feat. Mustard),Takeoff,Only Built For Infinity Links,album,False,False
Us vs. Them (feat Gucci Mane),Takeoff,Only Built For Infinity Links,album,True,True
Strawberries & Cigarettes,Troye Sivan,Strawberries & Cigarettes,single,True,True
Angel Baby,Troye Sivan,Angel Baby,single,True,True
i'm so tired...,Troye Sivan,~how i'm feeling~,album,True,True
You,Troye Sivan,You,single,True,True
YOUTH,Troye Sivan,Blue Neighbourhood (Deluxe),album,True,True
You Know What I Need,Troye Sivan,You Know What I Need,single,True,True
There for You,Troye Sivan,There for You,single,False,True
Dance To This (feat. Ariana Grande),Troye Sivan,Bloom,album,True,True
My My My!,Troye Sivan,Bloom,album,True,True
