Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
"Becoming one of ""The People"" Becoming one with Neytiri",-3.1528038973442056,-2.5579346406747256,1.0,-4.048025481013688,0.0428,0.692,0.85,0.0745,0.0382,-1.674534330384298,463707.0
For The Love Of A Princess,-2.6229848949240555,-2.6984933685844275,9.0,-3.9310786900211414,0.0464,0.408,0.922,0.122,0.0362,-1.7526415440552372,247333.0
Rose,-2.7377689433389114,-2.796415949028187,5.0,-3.67163006852286,0.0395,0.86,0.942,0.131,0.0387,-0.2765132199192459,172520.0
"My Heart Will Go On - Love Theme from ""Titanic""",-1.7107537733112541,-2.4979629167665864,1.0,-3.000918565367453,0.0315,0.798,0.00129,0.124,0.04,-0.746136644392505,310733.0
The bioluminescence of the night,-2.629026160630101,-2.812345938191286,1.0,-4.4268031429506625,0.0369,0.473,0.202,0.0792,0.0391,0.2411709825029858,217400.0
The Ludlows,-2.810264131811452,-2.8760658948436846,7.0,-4.346239798044686,0.0367,0.938,0.848,0.0998,0.0495,-1.6143062668786237,340400.0
Hymn to the Sea,-2.7800578032812266,-2.5822981535124074,4.0,-3.1302097398536577,0.0415,0.798,0.446,0.0941,0.0392,-0.3868637403154454,385720.0
"Christmas, Why Can't I Find You_",-1.8194965560200649,-2.730821876003659,0.0,-3.3998370635309207,0.0444,0.901,0.000638,0.0975,0.0694,-0.010860818597920398,129600.0
Jake's first flight,-2.5806960349817403,-2.0903426058284507,9.0,-3.5652951159722286,0.0434,0.32,0.246,0.0737,0.0386,-0.5746793120893139,289960.0
Sinônimos,-0.8468527773468132,-0.0007028509042148949,0.0,0.19021285180882336,0.0329,0.552,0.0,0.098,0.612,-0.3337332600511802,283707.0
Evidências,-0.6535322747533717,1.2408992456314858,2.0,0.9802533954029227,0.0479,0.249,0.0,0.934,0.371,-0.7327864282955684,279293.0
Fio de Cabelo,-0.39979911509947963,-0.801887599989516,5.0,-0.15391390909332145,0.025,0.349,0.0,0.253,0.669,-1.0339605438393766,172840.0
Dormi Na Praça - Ao Vivo,-0.36355152086320935,1.3627168098198943,4.0,0.890594188975303,0.248,0.621,6.68e-05,0.662,0.523,1.3281151589016917,162524.0
Sinônimos / Pense Em Mim / É o Amor,-1.8074140246079748,-0.3333585069571765,0.0,-0.4965246930751922,0.0759,0.082,0.0,0.183,0.382,-1.5456962955449989,345150.0
No Rancho FUndo,-2.230302624031128,-1.1485991288334474,9.0,-0.29988082970253815,0.0351,0.563,0.0,0.286,0.366,2.8091103972603646,251040.0
E Aí Tempo,-0.236684941036264,1.2408992456314858,11.0,1.0395930634250674,0.0554,0.286,0.0,0.866,0.4,0.994765332663494,200227.0
Pot-Pourri: Festa de Rodeio / Bailão de Peão / Mexe Que É Bom - Ao Vivo,-2.0430233871437316,1.5969813563360638,4.0,0.5306579544760175,0.0918,0.00172,2.56e-06,0.928,0.514,0.38684042902905624,409611.0
Brincar De Ser Feliz,0.4399368180407807,-0.3708408343997632,4.0,-0.8036183034963638,0.0426,0.698,0.0,0.0633,0.77,-1.4731319564054457,242107.0
DE CAROLINA,1.0501046543513306,1.507960828659919,7.0,1.2866973014296912,0.116,0.17,1.34e-06,0.251,0.927,-0.32548654428497115,181622.0
DEJAU',1.1225998428238713,0.8239083528327035,5.0,1.191190755452444,0.0507,0.0782,0.0101,0.433,0.567,-0.4591576953315159,182836.0
Playero Street Mix 2 Radio Version,0.9594856687606549,-0.23965268835070844,6.0,-0.7767638551943712,0.2,0.00224,0.000195,0.274,0.805,-0.48244452796642623,273624.0
Ragga Moofin Mix,1.0621871857634206,0.1585970407267808,6.0,-1.4388126330910713,0.177,0.0354,1.23e-05,0.148,0.903,-0.6175351956612529,1427979.0
Donde Mi No Vengas,1.7690152733706908,-0.6379024174281971,2.0,-2.4164011785361823,0.138,0.0195,0.0,0.0268,0.837,-0.6377802069069877,124922.0
Non Stop Reegae,1.4246631281261228,0.172652913517751,1.0,-0.9326929098511014,0.0949,0.0258,5.52e-05,0.221,0.653,-0.4655117222333492,1484260.0
Street - Radio Version,0.19224492409293442,-0.28650559765394246,10.0,-1.0513722458953905,0.218,0.0221,0.0147,0.115,0.379,-0.5502095489141687,292000.0
Old School Remix,0.8326190889337088,1.2034169181888985,6.0,0.5358555896312419,0.0824,0.0032,8.96e-06,0.854,0.837,-0.4725079114284531,281373.0
Street Mix Intro,1.2494664226508165,0.3741204235216568,1.0,0.08322819486378913,0.0472,0.0178,4.52e-05,0.118,0.541,-0.5245230571833539,91827.0
Te Solté la Rienda,-1.0462145456462995,-1.4999959486077024,3.0,-1.2575451070526227,0.0557,0.182,0.0,0.109,0.784,1.0359313154636696,158400.0
El Rey,-1.4811856764815425,-1.2282490746489454,9.0,-0.9329094779825691,0.0408,0.587,0.0,0.214,0.867,2.099250679073112,129400.0
Si Nos Dejan,-0.2608500038604442,-1.9076162595458381,0.0,-1.5975570734568814,0.0308,0.644,0.000149,0.186,0.591,-0.40268121153915803,144653.0
La Enorme Distancia,-0.9314304972314436,-1.2095079109276516,7.0,-1.0184538899123028,0.0298,0.649,0.0,0.199,0.839,-0.8668631555273366,111035.0
Que Te Vaya Bonito,-0.8951829029951736,-1.776428113496783,5.0,-1.839030540043345,0.0524,0.623,8.68e-06,0.0727,0.806,0.4383486045524278,159333.0
Camino de Guanajuato,-1.245576313945786,-1.589016476283847,4.0,-0.43371993494956496,0.0564,0.738,1.52e-05,0.139,0.657,2.134333019094936,193493.0
Cuando Sale la Luna,-0.9012241687012187,-2.174677842574272,9.0,-2.277581006265399,0.0449,0.809,0.0,0.103,0.504,-0.4641260036005027,185307.0
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",-2.731727677632866,-2.9051146986116896,9.0,-5.071743038461416,0.0442,0.986,0.86,0.0805,0.0573,0.25469018867709925,174267.0
Carnival of the Animals: The Swan,-2.465911986566885,-2.6731927975606813,7.0,-3.7238229882065705,0.0467,0.992,0.969,0.0699,0.0384,-1.878640545597973,150147.0
"Carnival of the Animals, R. 125: The Swan",-2.477994517978975,-2.9451270831566516,7.0,-5.524153865097401,0.0455,0.994,0.89,0.0734,0.0391,-0.07977497207046279,184707.0
The Swan,-2.4477881894487497,-2.28243953397171,7.0,-2.286460299655573,0.0402,0.986,0.94,0.0921,0.117,0.08766039639592971,174333.0
Saint-Saëns / Transcr. Vidal: Le carnaval des animaux: XIII. Le cygne,-2.465911986566885,-2.826401810982256,7.0,-4.464052861563104,0.0451,0.972,0.926,0.0978,0.0366,-1.2095750320411076,208040.0
Le Cygne,-3.0519147600532537,-2.704115717700816,7.0,-4.118410123740685,0.0446,0.983,0.913,0.152,0.0393,-0.8946451242151394,214987.0
"Danse Macabre, Op. 40, R.171",-1.5113920050117677,-2.366774770717531,7.0,-3.526529420439514,0.0422,0.898,0.925,0.0847,0.0656,-0.4642273976468086,442693.0
"Le Carnaval des Animaux, R. 125: 13. Le Cygne",-2.7438102090449563,-2.8868420639834285,7.0,-5.201683917342025,0.0413,0.992,0.928,0.0714,0.0431,0.31461407004385616,165307.0
"Danse macabre in G Minor, Op. 40",-1.0824621398825698,-2.1325102242013614,7.0,-2.7728723229319847,0.0443,0.906,0.656,0.0598,0.172,-0.15963968254403685,432133.0
Carnival of the Animals: XIII. Le Cygne (The Swan),-2.6048610978059203,-2.9130796931932395,9.0,-6.071638101447698,0.0443,0.978,0.193,0.0646,0.0542,-2.0762575418480735,190133.0
Ain't No Mountain High Enough,0.2526575811533849,-0.1693733243958574,7.0,-0.7048632355471011,0.032,0.43,0.0,0.184,0.8,0.31714892120150295,151667.0
Ain't Nothing Like The Real Thing,-0.09169456409118286,-0.5441965988217291,8.0,-0.800586349655816,0.036,0.0356,0.000628,0.354,0.765,-0.9178981588346143,138533.0
Two Can Have A Party,-0.4239641779236598,0.1445411679358106,3.0,-0.6730277202213523,0.041,0.177,0.0,0.145,0.446,-1.4081721707388317,139093.0
Your Precious Love,-1.1609985940611554,-1.7389457860541957,10.0,-1.5345357471997862,0.0359,0.245,0.0,0.0884,0.663,2.7853165943939246,187267.0
If I Could Build My Whole World Around You,1.0078157944090151,-0.5441965988217291,5.0,-0.9322597735881659,0.0869,0.695,1.15e-05,0.0743,0.869,0.07576349496271038,146227.0
If This World Were Mine,-0.15814848685767838,-1.8326516046606638,3.0,-1.5473132669563794,0.033,0.253,1.15e-05,0.0687,0.364,-1.4077665945536082,166373.0
California Soul,-1.2516175796518312,-0.25839385207200205,11.0,-0.6372939785291848,0.0404,0.0474,2.35e-06,0.486,0.861,2.7231282459930037,174573.0
Ain't No Mountain High Enough - DJ Komori Remix,0.5124320065133213,0.8379642256236731,11.0,0.7262189771913333,0.0917,0.0716,0.0,0.0776,0.568,0.11672668967027366,216240.0
All I Do Is Think About You,-0.36355152086320935,0.43971449654618444,1.0,1.1277362929324135,0.0321,0.774,0.0,0.18,0.706,-0.18799621749423936,178613.0
25,0.6876287119886277,0.5006232786403887,11.0,-0.12879200584307055,0.153,0.318,0.0,0.131,0.414,-0.019479312533917447,210044.0
Inzaghi,-1.299947705300191,1.011319990045639,0.0,0.23742470446877778,0.193,0.173,0.0,0.389,0.727,0.3870770151371034,161857.0
KHRBR,0.7540826347551233,0.4443997874765078,10.0,0.08257849046938606,0.269,0.0523,0.0,0.301,0.599,0.758787588894347,284665.0
Yolu Yok,0.39764795809846604,0.34132338700939296,5.0,0.5328236357906942,0.043,0.261,0.0183,0.121,0.3,-1.3389538351273718,204513.0
Gülşen,0.3251527696259255,0.6036996791075036,0.0,0.19497735070111238,0.294,0.163,0.0,0.34,0.576,0.6531011946282174,146239.0
Vurdum,0.7420001033430331,0.4162880418945674,7.0,0.14213472662299834,0.296,0.267,0.0,0.101,0.591,0.7221505401625,164810.0
FESTİVAL,1.1286411085299162,0.9035582986482008,7.0,-0.051260614777640726,0.157,0.237,0.000276,0.111,0.484,0.6888256969433112,152497.0
artık herkessin sen de 2.0,0.3432765667440606,0.26167344119389513,9.0,0.07954653662883847,0.0772,0.0214,0.00519,0.121,0.43,-0.18745544924727464,179478.0
GÜNEŞ,0.40368922380451044,0.8848171349269072,11.0,0.5689905137457969,0.274,0.18,0.0,0.0699,0.439,-1.3386496529884542,193144.0
WOW,0.4278542866286906,1.1003405177217838,8.0,0.3578365855648083,0.102,0.189,0.0,0.2,0.535,0.5839842530630628,182168.0
Un Sueño,0.23453378403524974,0.13985587700548718,9.0,0.7838261001617364,0.0269,0.0459,0.0,0.0518,0.737,0.9746555134795005,225360.0
Me Volví A Acordar De Ti,0.3432765667440606,-0.5816789262643163,2.0,0.23460931875969793,0.0275,0.0541,0.0,0.369,0.746,0.857139813811021,237093.0
Amor Secreto,-0.2850150666846244,0.22419111375130843,5.0,0.9854510305581472,0.0256,0.138,0.0,0.325,0.851,1.330007847766068,184920.0
Que Levante La Mano,0.41577175521660054,-0.08503808765003615,0.0,0.4663372194301164,0.0334,0.0746,1.17e-06,0.0851,0.75,1.0269748413733188,230267.0
Me Vas A Recordar,0.2043274555050245,-0.3989525799817036,10.0,0.4453301106777513,0.0253,0.0682,0.0,0.25,0.711,-1.4547120379932164,180480.0
Dulce Mujercita,0.40368922380451044,-0.34272908881782327,10.0,0.7160402750123522,0.0292,0.21,0.0,0.125,0.768,-1.5007449350160722,190773.0
Búsquenla (Antídoto),0.3432765667440606,0.06020593118998934,5.0,0.7173396838011583,0.028,0.117,0.0,0.367,0.865,0.8957033494226797,205733.0
Amor De Novela,0.0653783442659884,-0.24902327021135523,7.0,0.674892330033493,0.0263,0.0736,0.0,0.296,0.698,0.9887154879005783,209253.0
Y Qué,0.2164099869171146,-0.15063216067456378,5.0,0.5906473268925652,0.0326,0.291,0.0,0.219,0.801,1.2630877772042077,191253.0
La Princesita Sueña,0.5788859292798169,-0.27713501579329564,4.0,0.23590872754850406,0.0347,0.12,0.0,0.0904,0.624,0.9238570962802705,243267.0
Malas Rachas,0.476184412277051,0.7629995707384992,3.0,0.7428947233143448,0.0392,0.246,0.0,0.124,0.79,-0.04435465189428599,260285.0
Malas Rachas (En Vivo),0.041213281441808206,0.6083849700378269,3.0,0.5780863752674397,0.0378,0.319,1.62e-06,0.0662,0.741,-0.02417723667942214,256755.0
30 Blindadas,0.9474031373485647,-0.3239879250965297,2.0,0.5137656402215384,0.0372,0.0852,0.0,0.0911,0.53,-0.8642607083388198,126293.0
Hasta El Día De Hoy,1.1225998428238713,-0.38021141626041,10.0,0.674892330033493,0.0497,0.594,1.36e-06,0.102,0.97,-0.9430100843030295,235480.0
Tolin Infante (En Vivo),0.4882669436891411,0.6880349158533248,2.0,0.9824190767175994,0.028,0.148,0.0,0.128,0.926,-0.043746287616450864,242089.0
70 Calaveras - En Vivo,0.5970097263979519,1.0160052809759623,3.0,1.0720782831452194,0.0419,0.29,0.0,0.086,0.945,-0.2911815586181587,169395.0
La Plebada (En Vivo),-0.037323172736777425,1.175305172606958,10.0,0.993680619553919,0.052,0.216,1.69e-06,0.0849,0.917,1.1781533644153408,218260.0
La Recia,1.1286411085299162,0.14922645886613398,5.0,0.6339609531861014,0.0446,0.681,0.0212,0.047,0.989,0.9893238521784133,150027.0
Los Benjamines,0.5547208664556367,0.022723603747402118,9.0,0.3324981141830896,0.0322,0.785,0.0,0.225,0.928,-0.6957100053630629,166285.0
Como Una Novela,0.8144952918155737,-0.3333585069571765,0.0,-0.4800655150836487,0.0287,0.309,0.00128,0.243,0.655,-0.6307840177118839,226280.0
Deja Una Rosa En Tu Balcón,1.0319808572331954,-0.20685565183844462,4.0,0.03579977407236697,0.0317,0.42,0.0151,0.097,0.942,-0.6277083983072732,239693.0
Tonto corazón,-0.15814848685767838,1.4470520465657148,2.0,1.2864807332982233,0.0284,0.00916,6.84e-05,0.205,0.619,-0.569440619696845,206640.0
Contra El Dragón,0.4580606151589159,0.050835349329342534,1.0,0.04814415756602486,0.0271,0.134,0.000941,0.0792,0.928,-0.6267620538750851,226387.0
Mi Corazón Es Un Vagabundo,0.9836507315848351,0.5146791514313589,2.0,0.226379729763926,0.0251,0.208,0.0361,0.291,0.964,-0.6265930637979089,196373.0
Sin razón,0.476184412277051,-0.48797310765784824,7.0,-0.6468229763137628,0.0264,0.233,0.00011,0.122,0.448,-0.3590479736122076,223893.0
Palabras,0.9534444030546098,-0.16468803346553398,10.0,-0.4664217228011847,0.0263,0.0986,0.00785,0.092,0.917,-0.6275056102146616,233467.0
Tiene Apenas 16,0.08350214138412354,0.11642942235387017,2.0,0.2618969033246258,0.0288,0.253,7.11e-06,0.223,0.679,-1.3018098161639953,231587.0
Enter the Metaverse,0.4278542866286906,0.702090788644295,8.0,0.7794947375323827,0.282,0.638,0.0,0.108,0.737,-1.2023422567379571,225988.0
Can't Stay Away,-0.3091801295088046,0.5006232786403887,7.0,0.6755420344278958,0.156,0.0333,0.0,0.372,0.563,-1.2025788428460042,210283.0
Execute Them,0.9474031373485647,-0.7222376541740184,5.0,-0.3995021701776715,0.19,0.571,0.000114,0.202,0.744,-0.8313414413048539,220533.0
City High,-0.4964593663962004,1.643834265639298,4.0,1.2076499334439876,0.351,0.2,0.0,0.369,0.728,1.536479924060213,200360.0
Elevation,-0.24272620674230908,0.5146791514313589,7.0,-0.3587873614617474,0.559,0.105,0.0,0.202,0.386,-1.134273053651297,195333.0
Movas & Shakers,-0.8589353087589033,0.23356169561195522,1.0,-0.1389707080220513,0.338,0.0335,0.0,0.158,0.468,2.092355883924314,272893.0
Rumble,0.4580606151589159,0.4162880418945674,1.0,-0.132473664078021,0.212,0.00191,0.000199,0.158,0.393,-0.8704119471480415,271693.0
R.E.C. Room,1.3823742681838076,-0.4176937437029972,2.0,-0.45992467885715443,0.374,0.0444,0.0,0.164,0.563,-0.7639819965423348,195667.0
That Ni**a,-0.9918431542918941,1.231528663770839,4.0,1.2572440355500865,0.336,0.00345,0.0,0.0902,0.489,-1.2446235740474965,230947.0
Street Corner,-0.24272620674230908,0.3366380960790696,10.0,0.26016435827288437,0.26,0.298,0.0,0.433,0.655,-1.451433630495994,253467.0
Munbe Vaa,-0.07357076697304771,0.5755879335255631,10.0,-0.39127258118189956,0.0336,0.245,2.84e-05,0.207,0.802,0.6934898230733805,356942.0
Mundhinam,-0.8891416372891285,-0.4130084527726738,11.0,-0.21628553095601355,0.331,0.237,0.0,0.0791,0.676,2.469406544120333,341387.0
Yethi Yethi,1.9321294474339064,0.631811424689444,10.0,0.13282229696988804,0.0919,0.0656,0.0,0.131,0.59,-0.5443624922438648,293867.0
Yaayum,-1.3482778309485515,-1.2797872748825028,10.0,0.07759742344562946,0.0423,0.893,7.85e-06,0.0932,0.535,2.688823260326192,286200.0
Inthalo Ennenni Vinthalo Male,0.14391479844457403,0.1773382044480744,4.0,-0.5368063655281808,0.0348,0.408,2.22e-06,0.0963,0.503,0.6555346517395568,260000.0
Kan Irandil,-0.15814848685767838,-0.13657628788359358,0.0,0.07023410697572817,0.0676,0.587,6.34e-06,0.313,0.478,1.244093292529578,271000.0
Roobaroo,0.3251527696259255,-0.2537085611416786,9.0,-0.27627490337256094,0.0277,0.661,5.56e-06,0.0854,0.538,0.012966782283954162,282973.0
Ambikapathy,0.3311940353319705,0.3085263504971292,6.0,-0.27627490337256094,0.0455,0.255,1.99e-05,0.114,0.627,-0.25691037096678176,256360.0
Naan Sonnadhum Mazhai,0.8869904802881142,0.3085263504971292,1.0,0.010677870822116077,0.0661,0.0124,0.000284,0.299,0.685,-1.0339605438393766,329912.0
Tujh Mein Rab Dikhta Hai,-0.36959278656925443,-0.15063216067456378,8.0,-0.24184057046919957,0.0866,0.315,1.12e-06,0.176,0.75,-1.2107579625813425,281574.0
Pookkal Pookkum,-0.19439608109394868,-0.9939845281327755,4.0,-0.9508846328943865,0.0359,0.844,0.00381,0.169,0.561,-0.026509299744456767,396467.0
Maula Mere Maula,-0.442087975041795,0.47251153305844823,0.0,-0.05407600048672055,0.0386,0.458,0.00806,0.091,0.412,-0.021845173614387516,364330.0
Tere Liye,-0.5810370862808311,-0.8253140546411329,1.0,-0.21195416832665964,0.0246,0.826,0.00202,0.139,0.33,-0.7638468044805935,331677.0
"To Chalun (From ""Border"")",-0.6112434148110564,0.6083849700378269,8.0,-0.3522903175177171,0.085,0.239,0.00021,0.129,0.714,0.7950190614409708,458693.0
"Oru Devathai (From ""Vaamanan"")",0.1257910013264389,-0.6706994539404609,0.0,-0.43371993494956496,0.0325,0.163,0.000796,0.111,0.281,-0.01988488871914086,296760.0
Nee Paata Madhuram - The Touch of Love,0.1680798612687542,-0.3099320523055595,9.0,0.3130069823509984,0.029,0.174,1.01e-05,0.496,0.506,-0.3564455264236904,263827.0
"Sandese Aate Hai (From ""Border"")",-0.9797606228798039,0.941040626090788,9.0,-0.3362642757891084,0.0592,0.685,0.0,0.173,0.729,-1.0702258144014356,632960.0
Maula Mere Maula - LoFi,-0.6837386032835969,-0.47391723486687803,10.0,0.18003414962984243,0.0325,0.0177,0.894,0.115,0.162,-0.11999461043844965,151847.0
Ingobernable,0.5063907408072762,0.5662173516649163,6.0,0.43471827223583503,0.0656,0.195,0.000228,0.0524,0.737,-0.5284098289584113,187053.0
Allegria,-0.2850150666846244,-0.26307914300232543,6.0,-1.9319382684429807,0.0349,0.846,0.571,0.714,0.901,-0.45841413899193995,167000.0
No Volvere,-0.9918431542918941,-1.2516755293005624,4.0,-1.0611178118114362,0.0353,0.889,0.0111,0.231,0.868,-1.3652148931205867,230200.0
Un Amor,-0.6837386032835969,-0.1693733243958574,6.0,-0.608706985175451,0.0385,0.824,0.000401,0.121,0.586,-0.9762673314913484,217160.0
In A Sentimental Mood,-0.9495542943495787,-1.55153414884126,3.0,-1.0437923612940216,0.0316,0.936,0.0846,0.208,0.282,-0.4183634907011294,255227.0
My One And Only Love,-0.8891416372891285,-2.663822215700035,9.0,-1.837731131254539,0.0363,0.963,0.00291,0.14,0.248,-0.16541914318347048,295240.0
My Little Brown Book,-1.5053507393057228,-2.1043984786194208,0.0,-1.2737877169126985,0.0323,0.942,0.139,0.161,0.217,-1.699139285621184,319733.0
Giant Steps - Mono,-1.1307922655309302,-0.8346846365017798,0.0,-0.8319887287186299,0.0479,0.261,0.00869,0.173,0.547,0.8841782261592478,287582.0
You Are Too Beautiful,-1.2153699854155608,-2.619780480954995,7.0,-2.999186020315711,0.0441,0.861,0.38,0.0892,0.272,-2.2669459449339406,336547.0
They Say It's Wonderful,-1.6080522563084887,-2.2683836611807395,5.0,-1.5698363526290182,0.0401,0.924,0.0771,0.126,0.145,-1.8721513266343985,320773.0
My Favorite Things,-2.079270981380002,-1.8467074774516339,4.0,-2.3447171270203797,0.0342,0.694,0.464,0.113,0.285,1.8513422358553098,824133.0
Dedicated To You,-0.9616368257616688,-2.729416288724562,8.0,-2.1515383537512087,0.0321,0.96,0.000219,0.121,0.138,-1.9430257650021872,332120.0
"A Love Supreme, Pt. I – Acknowledgement",-1.5174332707178129,-0.23496739742038503,5.0,-1.2675072411001358,0.0581,0.485,1.96e-06,0.348,0.519,0.03263722726728874,462867.0
Naima - Mono,-1.9886519957893263,-2.9243243914260155,10.0,-3.0368688751910877,0.0393,0.905,0.164,0.0813,0.133,1.6729563103878857,265049.0
The Passenger,-0.7441512603440474,1.184675754467605,0.0,0.4769490578720327,0.0546,0.0947,1.62e-06,0.733,0.696,0.4823874186646016,283360.0
Lust For Life,-1.4388968165392273,1.5641843198238,9.0,0.4282212282918046,0.0435,0.0276,0.0,0.0942,0.62,-0.6423091409753157,313926.0
Real Wild Child (Wild One),-0.18835481538790363,1.0066346991153157,4.0,-0.8963094637645309,0.0297,0.0174,0.0975,0.154,0.968,0.8654203275926655,218307.0
I WANNA BE YOUR SLAVE (with Iggy Pop),0.8265778232276638,0.1539117497964574,1.0,0.8180438649336299,0.0388,0.00659,0.0,0.0657,0.96,0.4022861220829804,171901.0
Candy,0.01704821861762801,-0.23965268835070844,7.0,-0.6923022839219756,0.03,0.0414,2.08e-05,0.0467,0.646,0.7991086213086404,253493.0
Strung Out Johnny,-0.6052021491050112,1.161249299815988,10.0,0.48972657762862587,0.0387,0.000156,0.0191,0.0837,0.465,0.11638870951592066,253893.0
Comments,-0.442087975041795,1.3580315188895709,5.0,0.8005018462847477,0.0855,0.000545,0.226,0.108,0.472,1.1609501745587814,233752.0
Frenzy,-1.390566690890867,1.634463683778651,8.0,1.0415421766082764,0.158,9.2e-06,0.0,0.115,0.199,-1.5409983713994941,180586.0
Morning Show,-0.8891416372891285,0.1585970407267808,0.0,0.16660692547884617,0.0299,0.00964,0.407,0.124,0.262,-1.307521680772558,227167.0
New Atlantis,-0.47229430357202024,1.3533462279592474,1.0,0.8215089550371127,0.0394,0.0257,0.00333,0.166,0.502,-0.3561413442847733,248096.0
"You're The First, The Last, My Everything - Single Version",0.05933707855994335,0.3600645507306866,5.0,0.10640098493083101,0.0311,0.00204,0.000344,0.414,0.891,0.3495274199885042,212907.0
"Can't Get Enough Of Your Love, Babe",0.6513811177523574,0.6739790430623546,5.0,0.002448281826344153,0.0631,0.114,0.106,0.0759,0.795,-0.2965554430723689,274000.0
Just The Way You Are,-0.34542772374507485,-1.448457748374145,9.0,-1.519159409865581,0.0494,0.166,3.45e-05,0.149,0.309,-1.543195242402788,289107.0
Let The Music Play - Single Version,-0.5085418978082905,0.8239083528327035,10.0,0.2941655549133102,0.0472,0.0149,0.0,0.153,0.752,-0.7193686161677613,210387.0
"Can't Get Enough Of Your Love, Babe",0.9051142774062494,0.10705884049322337,10.0,-1.016937912992029,0.0688,0.175,0.0356,0.179,0.742,-0.3349161905914155,242573.0
"You're The First, The Last, My Everything",0.3432765667440606,-0.30524676137523604,5.0,-0.41033057675105533,0.0353,0.00389,0.0862,0.183,0.765,0.32708553773947563,276467.0
"Never, Never Gonna Give Ya Up",-0.037323172736777425,0.7864260253901162,2.0,-0.7416798178966068,0.0752,0.0823,0.0,0.085,0.932,-1.197914716715935,290667.0
I'm Gonna Love You Just A Little More Baby,-0.09169456409118286,-0.7034964904527248,7.0,-1.2859155322748888,0.041,0.0111,0.00145,0.0757,0.809,-1.11669808562495,431507.0
You See The Trouble With Me,0.27078137827152005,-0.24902327021135523,6.0,-1.3173179113377025,0.0284,4.53e-05,0.286,0.0772,0.746,-0.19455303248868439,209907.0
What Am I Gonna Do With You,0.023089484323673058,1.0909699358611369,2.0,-0.4010181470979452,0.0293,0.0246,0.0626,0.093,0.89,-0.2157781861820422,219440.0
1901,-0.18835481538790363,0.9035582986482008,0.0,0.4258389788456601,0.0419,0.0601,3.99e-05,0.19,0.704,0.7939713229624767,193107.0
After Midnight,-0.019199375618642277,0.81922306190238,11.0,0.20818800672064092,0.0322,0.00245,0.199,0.0779,0.779,-0.6961493795637214,191733.0
Lisztomania,0.11370846991434878,0.7161466614352652,0.0,0.20017498585633675,0.0359,0.0338,0.00388,0.53,0.311,-0.7796642757043061,241640.0
If I Ever Feel Better,0.8084540261095287,-0.3895819981210568,6.0,-0.3971199207315268,0.107,0.0492,0.00607,0.0646,0.836,-0.030666455642996273,266600.0
Tonight (feat. Ezra Koenig),0.3009877068017453,0.46782624212812485,8.0,0.19714303201578917,0.0344,0.0547,0.00381,0.111,0.89,0.7219139540544539,246707.0
Too Young,0.004965687205537915,0.5334203151526525,9.0,0.2703430604518653,0.0445,0.0625,0.000133,0.127,0.905,0.7001818301295668,197973.0
Artefact,0.5063907408072762,-0.0007028509042148949,6.0,0.4074306876709072,0.0274,0.00784,9.16e-05,0.221,0.63,-0.29006622410879435,204440.0
Winter Solstice,-1.0341320142342094,-0.7316082360346652,4.0,-0.7633366310433751,0.164,0.117,0.0658,0.11,0.352,-0.6985490386596268,236240.0
Alpha Zulu,0.6211747892221322,0.29915576863648236,1.0,0.22616316163245845,0.043,0.0535,0.108,0.0851,0.935,0.18378195229387526,172040.0
Lasso,0.11974973562039383,-0.038185178346802115,11.0,0.07478203773654964,0.0351,0.0208,0.000309,0.125,0.946,1.0254539306787316,167840.0
Courtesy Call,-0.5447894920445608,0.00866773095643191,11.0,0.5349893171053712,0.0809,0.00409,0.0,0.0822,0.445,1.4692556713594347,236898.0
War of Change,-0.5447894920445608,1.175305172606958,5.0,0.6926509168138428,0.0329,0.00261,0.000512,0.0657,0.626,-0.5594364071280009,231665.0
Take It Out On Me,-0.9435130286435336,0.8285936437630264,7.0,0.7134414574347402,0.0841,0.00281,0.0,0.0464,0.614,0.9267975236231397,197373.0
Be Somebody,-0.9918431542918941,0.1539117497964574,6.0,0.39486973604578174,0.0288,0.0296,0.0,0.142,0.312,-0.8997148265304321,222436.0
Untraveled Road,-0.17023101826976847,1.0019494081849922,11.0,0.27597383187002494,0.0411,0.000315,1.52e-06,0.067,0.467,0.14937557258075698,235689.0
Let the Sparks Fly,0.1257910013264389,1.0488023174882262,2.0,0.5906473268925652,0.0561,0.000608,0.0,0.306,0.625,-0.018532968101729802,246131.0
Phenomenon,-0.36355152086320935,0.6458672974804142,7.0,0.8648225813306489,0.0737,0.000369,2.36e-06,0.0469,0.903,1.4668560122635297,179227.0
Move,-0.5447894920445608,0.9363553351604645,11.0,0.5222117973487781,0.101,0.00109,0.0,0.0447,0.637,1.6413551659558958,208693.0
Fly On the Wall,-0.06752950126700266,0.12580000421451698,4.0,0.3777608536598348,0.0322,0.00235,0.0,0.269,0.33,-0.019614504595658746,242772.0
E For Extinction,-0.1219008926214081,1.2877521549347197,9.0,0.8728356021949532,0.0406,0.00368,0.0,0.094,0.518,-0.18792862146336894,231960.0
Loser,0.19828618979897947,-0.11783512416229996,2.0,-0.613904620330675,0.119,0.0337,0.000178,0.405,0.786,-1.190377759273867,235000.0
