Track,Artist,Stream,Views
Diamond Fetish,Gibbs,,1337476.0
A las Nueve,No Te Va Gustar,107560421.0,80379330.0
Ese Maldito Momento,No Te Va Gustar,64869335.0,71033733.0
Tan Lejos,No Te Va Gustar,68447588.0,1044053.0
Chau,No Te Va Gustar,72368870.0,50447487.0
A Las Nueve,No Te Va Gustar,,80379330.0
De Nada Sirve,No Te Va Gustar,38535558.0,20895833.0
Chau,No Te Va Gustar,46119366.0,50447487.0
No Te Imaginás,No Te Va Gustar,15139160.0,5906097.0
Al Vacío,No Te Va Gustar,29139299.0,1431106.0
Ironic - 2015 Remaster,Alanis Morissette,344236239.0,215467562.0
You Oughta Know - 2015 Remaster,Alanis Morissette,180837205.0,70972729.0
Hand in My Pocket - 2015 Remaster,Alanis Morissette,144169652.0,34919755.0
Thank U,Alanis Morissette,,73846280.0
Head over Feet - 2015 Remaster,Alanis Morissette,71628265.0,49660950.0
You Learn - 2015 Remaster,Alanis Morissette,52629566.0,29994629.0
Hands Clean,Alanis Morissette,34777863.0,28103628.0
Uninvited,Alanis Morissette,41097163.0,481699.0
You Learn - Live / Unplugged,Alanis Morissette,47134017.0,24474.0
All I Really Want - 2015 Remaster,Alanis Morissette,27216754.0,328245.0
Arrepentida,Adolescent's Orquesta,20087036.0,1527536.0
Recuerdos,Adolescent's Orquesta,15357437.0,3915615.0
Ahora Entregate,Adolescent's Orquesta,13249824.0,7205841.0
Her Şeyi Yak,Duman,63447657.0,37937031.0
Dibine Kadar,Duman,49570902.0,13614699.0
Seni Kendime Sakladım,Duman,,10156258.0
Yürek,Duman,39655136.0,398054.0
Senden Daha Güzel,Duman,56110706.0,140945408.0
Köprüaltı,Duman,42211447.0,5644329.0
Aman Aman,Duman,43407972.0,25084543.0
Bal,Duman,28922660.0,19125184.0
Öyle Dertli,Duman,,28653306.0
Bu Akşam,Duman,37425219.0,11018832.0
"Vida Loka, Pt. 2",Racionais MC's,80195970.0,16801960.0
Negro Drama,Racionais MC's,83856949.0,42771955.0
Jesus Chorou,Racionais MC's,64926545.0,66483.0
Da Ponte pra Cá,Racionais MC's,50033105.0,29267280.0
Eu Sou 157,Racionais MC's,37286748.0,11808328.0
Estilo Cachorro,Racionais MC's,44337767.0,288796.0
Diário de um Detento,Racionais MC's,59480226.0,1078137.0
"Capítulo 4, Versículo 3",Racionais MC's,44726671.0,6271553.0
A Vida É Desafio,Racionais MC's,47682412.0,16454295.0
The Kill,Thirty Seconds To Mars,419308197.0,214430399.0
This Is War,Thirty Seconds To Mars,178465740.0,101563917.0
Walk On Water,Thirty Seconds To Mars,143197277.0,12997058.0
Kings And Queens,Thirty Seconds To Mars,145872916.0,73053781.0
Attack,Thirty Seconds To Mars,79053975.0,23158879.0
Closer To The Edge,Thirty Seconds To Mars,99827492.0,123905775.0
From Yesterday,Thirty Seconds To Mars,76739075.0,60683455.0
A Beautiful Lie,Thirty Seconds To Mars,,78952076.0
Hurricane,Thirty Seconds To Mars,70886206.0,41372859.0
Love Is Madness (feat. Halsey),Thirty Seconds To Mars,43354693.0,2752414.0
BLUE CHEESE (feat. Lazza),Nko,10768167.0,1428394.0
CASA,Nko,49337443.0,19600261.0
TOKYO,Nko,,3264309.0
DRILLMOON (feat. thasup),Nko,4384131.0,747001.0
Senza Emotions (feat. ANNA),Nko,5717479.0,1148894.0
Te Quiero,Nko,19008770.0,3854003.0
SHAWTY (feat. Sacky),Nko,26566522.0,5460975.0
"KILLY DEMON (feat. Gazo, Russ Millions)",Nko,2863030.0,543178.0
DUBAI,Nko,32689521.0,17738419.0
MOVIE (feat. Central Cee),Nko,,14137881.0
FLEX SO HARD RMX,Summer Cem,20059487.0,5665653.0
BIELEFELD,Summer Cem,6527860.0,342928.0
SEVILLA (feat. Nimo & Summer Cem) - Remix,Summer Cem,4526435.0,70515.0
Tamam Tamam,Summer Cem,,282891471.0
Casanova,Summer Cem,145033529.0,68580610.0
XXL,Summer Cem,72576926.0,18545383.0
Dein Ex (feat. KC Rebell),Summer Cem,39607869.0,12851340.0
Murcielago,Summer Cem,73410031.0,36766918.0
Yallah Goodbye (feat. Gringo),Summer Cem,57895289.0,35584326.0
Kabira,Rekha Bhardwaj,106694938.0,368046093.0
Aise Kyun - Ghazal Version,Rekha Bhardwaj,28104503.0,9258013.0
"Mileya Mileya (From ""Happy Ending)",Rekha Bhardwaj,26564569.0,20672356.0
The Break Up Mashup,Rekha Bhardwaj,13047107.0,62917821.0
Genda Phool,Rekha Bhardwaj,13320608.0,32301569.0
Ghagra,Rekha Bhardwaj,14831275.0,213573105.0
Teri Fariyad,Rekha Bhardwaj,6882923.0,49056200.0
Darling,Rekha Bhardwaj,5263435.0,5698041.0
Phir Le Aya Dil,Rekha Bhardwaj,8445422.0,113496.0
Kabira - VIP Remix,Rekha Bhardwaj,2045481.0,3618.0
A Grave Mistake,Ice Nine Kills,44938706.0,2826725.0
Hip To Be Scared [Feat. Jacoby Shaddix],Ice Nine Kills,22423686.0,5869892.0
The Shower Scene,Ice Nine Kills,,317510.0
Rainy Day,Ice Nine Kills,,3576850.0
Funeral Derangements,Ice Nine Kills,15905112.0,3229294.0
Welcome to the Chaos (feat. Spencer Charnas of Ice Nine Kills),Ice Nine Kills,4922124.0,1104847.0
Welcome To Horrorwood,Ice Nine Kills,10478685.0,525026.0
The American Nightmare,Ice Nine Kills,44398856.0,4519343.0
Stabbing In The Dark,Ice Nine Kills,31890977.0,3134363.0
Assault & Batteries,Ice Nine Kills,12203087.0,3021659.0
You're The One That I Want - From “Grease”,John Travolta,431546330.0,48012193.0
Summer Nights - From “Grease”,John Travolta,,54826266.0
Greased Lightnin',John Travolta,81585201.0,3827934.0
You Can't Stop The Beat,John Travolta,68203526.0,39081471.0
Welcome To The 60's,John Travolta,19009275.0,2701877.0
I Thought I Lost You - Soundtrack,John Travolta,6305737.0,254854.0
Insegurança - Ao Vivo,Pixote,97495199.0,105588151.0
Nem de Graça / Saudade Arregaça - Ao Vivo,Pixote,99640389.0,447341913.0
Nem de Graça,Pixote,84680164.0,68528311.0
Papo Furado / Quero Mais / História de Cinema / Amor Eterno,Pixote,12957139.0,3670691.0
Chama no Privado - Ao Vivo,Pixote,,2849660.0
Vou Ver e Te Aviso,Pixote,18799112.0,9948469.0
Você Não Sabe Voltar - Ao Vivo,Pixote,1804705.0,185212.0
Vai Errar de Novo - Ao Vivo,Pixote,43363406.0,40737346.0
Mande um Sinal - Ao Vivo,Pixote,33638166.0,26128649.0
Saudade Arregaça,Pixote,30262724.0,447341913.0
Entre Más Lejos Me Vaya,Los Caminantes,31416730.0,53428.0
Para Qué Quieres Volver,Los Caminantes,32601983.0,20193692.0
Amor Sin Palabras,Los Caminantes,,14094354.0
Todo Me Gusta de Ti,Los Caminantes,19712599.0,31863784.0
Ángel de la Mañana,Los Caminantes,17685976.0,124040.0
Dime la Verdad,Los Caminantes,14739870.0,10893371.0
Maria Elena,Los Caminantes,19462542.0,754110.0
Cuando Dos Almas,Los Caminantes,15464245.0,5208749.0
Entrega Total,Los Caminantes,12130632.0,697938.0
Dil Galti Kar Baitha Hai,Meet Bros.,39808296.0,545407316.0
Aawara Shaam Hai,Meet Bros.,,209992747.0
Pappi Jhappi,Meet Bros.,2515355.0,14446124.0
Ik Mulaqaat,Meet Bros.,46207624.0,322072993.0
"Main Tera Boyfriend (From ""Raabta"")",Meet Bros.,35194032.0,505148640.0
Befikra,Meet Bros.,19126150.0,47755639.0
"Girl I Need You (From ""Baaghi"")",Meet Bros.,30343872.0,91665253.0
"Kinna Sona (From ""Marjaavaan"")",Meet Bros.,27189476.0,401147924.0
Valentine's Mashup 2021,Meet Bros.,12441178.0,542066.0
Maps,Yeah Yeah Yeahs,144244482.0,78504843.0
Heads Will Roll,Yeah Yeah Yeahs,202151628.0,76030355.0
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,,25655408.0
Spitting Off the Edge of the World,Yeah Yeah Yeahs,12710578.0,2570547.0
Heads Will Roll - A-Trak Remix Radio Edit,Yeah Yeah Yeahs,114085366.0,25655408.0
Burning,Yeah Yeah Yeahs,6520936.0,1091702.0
Wolf,Yeah Yeah Yeahs,3656680.0,639400.0
Y Control,Yeah Yeah Yeahs,20046405.0,298343.0
Gold Lion,Yeah Yeah Yeahs,44402584.0,2301743.0
Date With The Night,Yeah Yeah Yeahs,,4331231.0
Straight Outta Compton,N.W.A.,297528403.0,156102851.0
Fuck Tha Police,N.W.A.,,12174.0
Chin Check,N.W.A.,73355859.0,3562875.0
Gangsta Gangsta,N.W.A.,87962514.0,1684833.0
Alwayz Into Somethin',N.W.A.,,8081.0
A Bitch Iz A Bitch,N.W.A.,20917047.0,2182490.0
Dope Man,N.W.A.,29869507.0,491267.0
Appetite For Destruction,N.W.A.,21150746.0,8558700.0
Appetite For Destruction,N.W.A.,9790983.0,8558700.0
Drive - 2017 Remaster,The Cars,282098095.0,162469309.0
Just What I Needed,The Cars,180034863.0,6667313.0
My Best Friend's Girl,The Cars,85579364.0,954757.0
You Might Think,The Cars,73029605.0,18496073.0
Let's Go,The Cars,29570110.0,3304005.0
Good Times Roll,The Cars,60688101.0,1087246.0
Moving in Stereo,The Cars,,37278.0
Shake It Up - 2017 Remaster,The Cars,20834503.0,4826317.0
Magic - 2017 Remaster,The Cars,22675644.0,16506727.0
You're All I've Got Tonight,The Cars,,2750828.0
Tom Sawyer,Rush,254851357.0,66337465.0
Limelight,Rush,108809139.0,26565081.0
The Spirit Of Radio,Rush,,6301819.0
Closer To The Heart,Rush,53486952.0,4620810.0
Fly By Night,Rush,39372175.0,13859721.0
Working Man,Rush,56525189.0,17096798.0
YYZ,Rush,41179962.0,1068982.0
Freewill,Rush,28569668.0,69438.0
Subdivisions,Rush,26846878.0,21415769.0
Red Barchetta,Rush,24564476.0,399669.0
Secunda,Jeremy Soule,34947837.0,1291544.0
Dragonborn,Jeremy Soule,37128350.0,7841194.0
The Streets of Whiterun,Jeremy Soule,,786350.0
Awake,Jeremy Soule,18654655.0,560512.0
From Past to Present,Jeremy Soule,27125879.0,1511650.0
Ancient Stones,Jeremy Soule,19650323.0,1172744.0
Far Horizons,Jeremy Soule,17183261.0,18354.0
Kyne's Peace,Jeremy Soule,14144753.0,570327.0
Harvest Dawn,Jeremy Soule,11752883.0,953536.0
The Bannered Mare,Jeremy Soule,14245428.0,322623.0
Las Locuras Mías,Silvestre Dangond,55441105.0,145318442.0
Cásate Conmigo,Silvestre Dangond,141449230.0,739090060.0
Muy Feliz - Remix,Silvestre Dangond,14364320.0,29634964.0
Justicia,Silvestre Dangond,89890018.0,651899082.0
Cómo Lo Hizo,Silvestre Dangond,21089825.0,168043644.0
Sé Que Estás Con Él,Silvestre Dangond,2078183.0,1058367.0
Niégame Tres Veces,Silvestre Dangond,22852516.0,412585297.0
Materialista (feat. Nicky Jam),Silvestre Dangond,42268316.0,24559991.0
Ya No Me Duele Más,Silvestre Dangond,43765457.0,157817709.0
Cartagena,Silvestre Dangond,39369834.0,17966843.0
The Middle,Grey,1307438756.0,124308981.0
Starving,Grey,1089163472.0,304834664.0
Starving - Acoustic,Grey,84201705.0,2399757.0
Crown (with Camila Cabello & Grey),Grey,42634841.0,15068858.0
In The Arms Of A Stranger - Grey Remix,Grey,58120618.0,52739.0
HELL REPLIED,Grey,1250822.0,44177.0
Want You Back,Grey,14124057.0,1015354.0
Hurricane (with Tyson Ritter),Grey,4940186.0,107675.0
DEEP END,Grey,2873227.0,23001.0
For The Night,Grey,4151788.0,70456.0
Mi Complemento,Los Huracanes del Norte,60765126.0,68704.0
Nomas Por Tu Culpa,Los Huracanes del Norte,59055593.0,81130598.0
La Escuadra (En Que Trabaja El Muchacho),Los Huracanes del Norte,36042765.0,727713.0
El Gato De Chihuahua,Los Huracanes del Norte,53676716.0,11354917.0
Que Me Lleve El Diablo - En Vivo,Los Huracanes del Norte,46649603.0,11083173.0
La Suburban Dorada,Los Huracanes del Norte,26503271.0,37774.0
Nada Contigo,Los Huracanes del Norte,21822183.0,42634897.0
Borracho Y Loco,Los Huracanes del Norte,17235038.0,77293.0
La Hielera,Los Huracanes del Norte,7837385.0,2715977.0
Pa Que Te Casabas Juan,Los Huracanes del Norte,16698255.0,17895251.0
La Dosis Perfecta,Panteon Rococo,197522305.0,44355.0
Vendedora de Caricias,Panteon Rococo,104152243.0,3241613.0
Arréglame el Alma (feat. Maria Barracuda) - En Vivo,Panteon Rococo,73680368.0,244075853.0
La Carencia,Panteon Rococo,38376246.0,108173.0
Esta Noche,Panteon Rococo,60745840.0,965534.0
El Último Ska,Panteon Rococo,43213582.0,40182312.0
La Carencia,Panteon Rococo,74475452.0,108173.0
Acábame de Matar,Panteon Rococo,24808714.0,40476800.0
Fugaz (feat. Rubén Albarrán) - En Vivo,Panteon Rococo,29729546.0,72750973.0
Vivir Así Es Morir de Amor,Panteon Rococo,,4909809.0
El Sol No Regresa,La Quinta Estacion,275426248.0,292199195.0
Me Muero,La Quinta Estacion,93060205.0,64204308.0
Tu Peor Error,La Quinta Estacion,24488419.0,29563640.0
Sueños Rotos,La Quinta Estacion,40188593.0,83687203.0
Daría,La Quinta Estacion,31495079.0,26875247.0
Que Te Quería,La Quinta Estacion,30281939.0,56896671.0
El Sol No Regresa (Versión Acústica) - En Vivo,La Quinta Estacion,9822757.0,394452.0
La Frase Tonta de la Semana,La Quinta Estacion,18345332.0,27191167.0
Close,Nick Jonas,501582439.0,305756511.0
Jealous - Remix,Nick Jonas,454972089.0,9801383.0
"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,154685779.0,37402739.0
Right Now,Nick Jonas,171824668.0,89971369.0
This Is Heaven,Nick Jonas,43468638.0,10995246.0
Chains,Nick Jonas,145072310.0,93182998.0
Find You,Nick Jonas,167396382.0,39063199.0
"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,127059266.0,296769.0
Levels,Nick Jonas,98685187.0,49695296.0
3AM in New Orleans,Curren$y,11975020.0,1209868.0
The Count (feat. Wiz Khalifa),Curren$y,100771813.0,518595.0
All Work,Curren$y,20050775.0,1785868.0
This and That,Curren$y,14006460.0,129529.0
Pelicans,Curren$y,313690.0,133449.0
Airborne Aquaruim,Curren$y,7711892.0,285254.0
Park Bench Blues (feat. Curren$y),Curren$y,846825.0,4411.0
New Thangs,Curren$y,,221324.0
No Yeast (feat. Boldy James),Curren$y,2146165.0,1537700.0
Radioactive,Curren$y,463086.0,145096.0
Never Love You Again,Little Big Town,,861988.0
Girl Crush,Little Big Town,200813236.0,203460573.0
Boondocks,Little Big Town,119115852.0,31558796.0
"Wine, Beer, Whiskey",Little Big Town,83893430.0,17259819.0
Better Man,Little Big Town,150339576.0,125358675.0
Pontoon,Little Big Town,101484940.0,91852241.0
Hell Yeah,Little Big Town,13408404.0,1893428.0
Day Drinking,Little Big Town,62871959.0,17012920.0
Rich Man,Little Big Town,2640381.0,234868.0
Little White Church,Little Big Town,24301439.0,75034.0
Your Song,Parokya Ni Edgar,117551068.0,10673555.0
Pangarap Lang Kita,Parokya Ni Edgar,41176764.0,31930068.0
Harana,Parokya Ni Edgar,58960164.0,1506244.0
Gitara,Parokya Ni Edgar,49482246.0,989449.0
Halaga,Parokya Ni Edgar,43466837.0,701161.0
Wag Mo Na Sana,Parokya Ni Edgar,19919265.0,36409211.0
Bagsakan,Parokya Ni Edgar,20685138.0,7463244.0
"This Guy's In Love With You, Pare",Parokya Ni Edgar,21977409.0,93571.0
Buloy,Parokya Ni Edgar,16147569.0,5464286.0
Para Sayo,Parokya Ni Edgar,15021436.0,1759637.0
Breathe,The Prodigy,129338689.0,81691545.0
Firestarter,The Prodigy,98419201.0,157436348.0
Smack My Bitch Up,The Prodigy,,8368329.0
Out of Space,The Prodigy,52108347.0,48238665.0
Omen,The Prodigy,62110915.0,48281441.0
No Good (Start the Dance),The Prodigy,33337273.0,49424149.0
Voodoo People,The Prodigy,25125729.0,14572587.0
Voodoo People - Pendulum Mix,The Prodigy,59026364.0,41424588.0
Breathe - Mefjus & Camo & Krooked Remix,The Prodigy,1392713.0,253115.0
Invaders Must Die,The Prodigy,53934094.0,11852381.0
"BTX Posse (con Fabri Fibra, Ernia, Lazza, Tony Effe, Coez, Geolier, Guè, Paky & MamboLosco)",Fabri Fibra,10002986.0,734216.0
Caos,Fabri Fibra,24516467.0,5091352.0
Stavo Pensando A Te,Fabri Fibra,44746283.0,58051663.0
Propaganda,Fabri Fibra,22669907.0,24206027.0
Tranne Te,Fabri Fibra,,42011672.0
Pamplona,Fabri Fibra,47688232.0,64452857.0
Le Donne,Fabri Fibra,8759877.0,18604535.0
Fenomeno,Fabri Fibra,24144416.0,49071798.0
Cocaine,Fabri Fibra,,3010276.0
Stelle,Fabri Fibra,8096317.0,4969961.0
Wicked Game,Chris Isaak,394548991.0,34668369.0
Blue Hotel,Chris Isaak,22029829.0,1112505.0
Lie To Me,Chris Isaak,8427300.0,5554387.0
Baby Did A Bad Bad Thing,Chris Isaak,32537942.0,4904247.0
San Francisco Days,Chris Isaak,20407957.0,174694.0
Cotton Candy Land,Chris Isaak,,183326.0
Solitary Man,Chris Isaak,2431314.0,792332.0
Graduation Day,Chris Isaak,3086584.0,94328.0
Blue Spanish Sky,Chris Isaak,4625257.0,789009.0
Somebody's Crying,Chris Isaak,11937263.0,696618.0
Evil,Interpol,,25673357.0
Obstacle 1,Interpol,72337052.0,17722970.0
Rest My Chemistry,Interpol,77325723.0,10996836.0
C'mere,Interpol,42341146.0,10957236.0
Slow Hands,Interpol,38939494.0,10469890.0
PDA,Interpol,22717864.0,2089690.0
No I In Threesome,Interpol,24288930.0,8144584.0
All the Rage Back Home,Interpol,53685661.0,25768356.0
Untitled,Interpol,18537103.0,738.0
Obstacle 1 - 2012 Remaster,Interpol,37929415.0,17722970.0
Ven Bailalo - Reggaeton Mix,Angel Y Khriz,251857025.0,97991619.0
Na De Na,Angel Y Khriz,215280183.0,175039303.0
Me Enamoré,Angel Y Khriz,24371320.0,46281752.0
Me Enamore (Remix) [feat. Elvis Crespo & Tito el Bambino],Angel Y Khriz,20698204.0,979871.0
Ayer La Vi,Angel Y Khriz,11802790.0,21638168.0
Carita De Angel,Angel Y Khriz,6741248.0,7886119.0
Ven Bailalo - Bachareggae,Angel Y Khriz,1760486.0,4125739.0
Juguete,Angel Y Khriz,6380117.0,43430.0
La Vecina,Angel Y Khriz,3011106.0,5694370.0
Amargo Adiós,Inspector,216747077.0,4512878.0
Amnesia,Inspector,119757012.0,1123510.0
Y Que,Inspector,85207479.0,31476341.0
Me Estoy Enamorando,Inspector,79646669.0,20534126.0
Es Por Ti,Inspector,69008059.0,4460827.0
Te He Prometido,Inspector,18249130.0,7979358.0
Como Un Sol,Inspector,7891515.0,841607.0
Sin Rencor,Inspector,8563443.0,5745401.0
Osito Dormilón (feat. Tony Hernandez El Gran Silencio),Inspector,17452232.0,22289068.0
5 Letras,Alexis y Fido,,75538836.0
Camuflaje,Alexis y Fido,,5660000.0
Una En Un Millón,Alexis y Fido,127527824.0,325421662.0
Mala Conducta (feat. Franco El Gorila),Alexis y Fido,74860357.0,10760331.0
Soy Igual Que Tú (feat. Toby Love),Alexis y Fido,62740338.0,70822493.0
Donde Estés Llegaré,Alexis y Fido,39765598.0,108562653.0
Rompe La Cintura,Alexis y Fido,73233657.0,53610875.0
Camuflaje - Official Remix,Alexis y Fido,,5660000.0
Tócate Tú Misma,Alexis y Fido,35586517.0,17681512.0
Me Quiere Besar,Alexis y Fido,28068507.0,8221010.0
Push The Feeling On - Mk Dub Revisited Edit,MK,128926439.0,750703.0
Better (feat. Teddy Swims),MK,12474208.0,531512.0
17,MK,,4105713.0
Stop This Flame - Celeste x MK,MK,24310505.0,474751.0
Back & Forth,MK,,10077958.0
Kiss It Better,MK,5670061.0,134122.0
Look Right Through - MK Vocal Edit,MK,54196639.0,833893.0
Teardrops (feat. Majid Jordan),MK,7061475.0,277203.0
One Night (feat. Raphaella),MK,61588327.0,2280086.0
"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",Boosie Badazz,49175116.0,53125323.0
Set It Off,Boosie Badazz,48962356.0,2953240.0
Mop Wit It,Boosie Badazz,30370538.0,23420294.0
Crazy,Boosie Badazz,23827245.0,6890375.0
Nasty Nasty,Boosie Badazz,26623493.0,2150546.0
One of Them Days Again,Boosie Badazz,8838010.0,62972186.0
No Juice,Boosie Badazz,25904646.0,6568653.0
Smoking On Purple (feat. Webbie),Boosie Badazz,16307115.0,15350290.0
Watch My Shoes (feat. 3 Deep),Boosie Badazz,8758263.0,7807866.0
Slipping Through My Fingers - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,114498898.0,3013342.0
Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,128036576.0,3402288.0
Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,112734514.0,8981606.0
Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,111895680.0,9331573.0
"The Winner Takes It All - From ""Mamma Mia!""",Meryl Streep,69148351.0,279071.0
"Money, Money, Money - From 'Mamma Mia!' Original Motion Picture Soundtrack",Meryl Streep,73969584.0,213291.0
Super Trouper - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,67363715.0,311653.0
SOS - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,63891279.0,3715897.0
Super Trouper,Meryl Streep,64000309.0,311653.0
When All Is Said And Done - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,32686333.0,2996997.0
El Telefono,"Héctor ""El Father""",188305483.0,1655380.0
Noche de Travesura,"Héctor ""El Father""",115812617.0,3101070.0
Hola Bebe,"Héctor ""El Father""",17843262.0,40408472.0
Tu Quieres Duro,"Héctor ""El Father""",,262284.0
Machete,"Héctor ""El Father""",9272594.0,637179.0
Vamos Pa' la Calle,"Héctor ""El Father""",20732886.0,2260451.0
Through Glass,Stone Sour,307631211.0,88674096.0
Wicked Game - Acoustic; Live,Stone Sour,141483217.0,5512563.0
Absolute Zero,Stone Sour,,44549514.0
Bother,Stone Sour,106703720.0,64201071.0
Song #3,Stone Sour,90974498.0,39232920.0
Say You'll Haunt Me,Stone Sour,46947418.0,26704851.0
Tired,Stone Sour,33895678.0,25320997.0
Taciturn,Stone Sour,21064604.0,3208573.0
30/30-150,Stone Sour,25966591.0,5581258.0
Gimme Shelter (feat. Lzzy Hale),Stone Sour,10634000.0,2442456.0
Colgando en tus manos (con Marta Sánchez),Carlos Baute,383896148.0,705191929.0
Resistiré,Carlos Baute,42652491.0,73742561.0
Te regalo,Carlos Baute,59694205.0,16906630.0
Ni la Mitad,Carlos Baute,1080322.0,695016.0
El Chisme,Carlos Baute,7849981.0,2205893.0
Quién te quiere como yo,Carlos Baute,23422423.0,88431468.0
Ando buscando (feat. Piso 21),Carlos Baute,132784156.0,59173674.0
Colgando en tus manos,Carlos Baute,8683344.0,705191929.0
Amor y dolor,Carlos Baute,102063900.0,75477969.0
Te sigo pensando,Carlos Baute,30621341.0,25765382.0
In The Yuma (feat. Aatig),Chris Lake,11269834.0,162978.0
Turn off the Lights,Chris Lake,114035141.0,4605380.0
A Drug From God,Chris Lake,17261488.0,1138210.0
Turn off the Lights - Cages Remix,Chris Lake,19329095.0,374610.0
Delirious (Boneless) (feat. Kid Ink),Chris Lake,124264403.0,20461076.0
Boneless,Chris Lake,132450091.0,112078784.0
Deceiver,Chris Lake,31463175.0,5998509.0
How Deep Is Your Love - Chris Lake Remix,Chris Lake,65606889.0,8906841.0
All Night Alone - Chris Lake Edit,Chris Lake,15389838.0,2688742.0
Free Your Body,Chris Lake,23985697.0,4226369.0
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Descemer Bueno,622083603.0,1447990652.0
El Ignorante,Descemer Bueno,3170275.0,2940290.0
Nos Fuimos Lejos (feat. El Micha),Descemer Bueno,22876289.0,74561366.0
Patria y Vida,Descemer Bueno,4535348.0,12428098.0
Camarero,Descemer Bueno,8484812.0,37876109.0
Bailando - Official Salsa Version,Descemer Bueno,10598619.0,1751632.0
Entrégame,Descemer Bueno,1928750.0,2161450.0
Algo Especial,Descemer Bueno,7625256.0,6721761.0
Tú Eres la Razón,Descemer Bueno,1743420.0,32636.0
Preciosa,Descemer Bueno,3008942.0,13325885.0
Asiwaju,Ruger,10332416.0,13801452.0
Girlfriend,Ruger,19313722.0,39848455.0
Red Flags,Ruger,4004229.0,6231266.0
Dior,Ruger,20836907.0,15317222.0
WeWe,Ruger,5402500.0,5403282.0
Bounce,Ruger,19090580.0,53427326.0
Snapchat,Ruger,,21536854.0
One Shirt (feat. Jonzing World),Ruger,3409367.0,447992.0
Useless,Ruger,1412987.0,34154.0
Bounce - UK Remix,Ruger,2151045.0,388987.0
Dildaara (Stand By Me),Shafqat Amanat Ali,46090328.0,53688449.0
Mitwa,Shafqat Amanat Ali,43972864.0,102069593.0
Tere Naina,Shafqat Amanat Ali,23926339.0,31244780.0
Teri Jhuki Nazar,Shafqat Amanat Ali,29910293.0,143386260.0
Bin Tere,Shafqat Amanat Ali,26327339.0,321166.0
Tu Hi Mera,Shafqat Amanat Ali,20335421.0,38697890.0
Manchala,Shafqat Amanat Ali,13759822.0,41549255.0
Allah Waariyan,Shafqat Amanat Ali,17094624.0,23088815.0
Darmiyaan,Shafqat Amanat Ali,,11544634.0
Teri Jhuki Nazar - Lofi Flip,Shafqat Amanat Ali,,143386260.0
Meu Violão E O Nosso Cachorro - Ao Vivo,Simone & Simaria,12122913.0,8375.0
Zaalima,Harshdeep Kaur,76233619.0,343247451.0
Nachde Ne Saare,Harshdeep Kaur,34075686.0,5196319.0
Jhak Maar Ke,Harshdeep Kaur,21270251.0,139439803.0
Kabira (Encore),Harshdeep Kaur,33868954.0,2970998.0
Love Mashup,Harshdeep Kaur,15483196.0,1289665.0
Uff,Harshdeep Kaur,15122641.0,92907786.0
Dilbaro,Harshdeep Kaur,17440626.0,334391036.0
Heer,Harshdeep Kaur,12371206.0,85821097.0
Valentine Mashup 2019 - DJ Notorious & Lijo George,Harshdeep Kaur,10364413.0,542066.0
"High Rated Gabru 52 Non Stop Hits(Remix By Mandy Birgi,Birgi Veerz)",Harshdeep Kaur,12498196.0,34624.0
Todo Va a Estar Bien (feat. Evan Craft),Redimi2,28899174.0,69839360.0
El Nombre De Jesús (feat. Christine D´Clario),Redimi2,44120189.0,236909200.0
"A Pesar de Mí (feat. Un Corazón, Abby Valdez, Indiomar)",Redimi2,14006658.0,40495648.0
Espíritu Santo (feat. Barak),Redimi2,29217076.0,163371671.0
Bye Bye (feat. Oveja Cósmica),Redimi2,11067855.0,48304642.0
Yo Seré Tu Sol (feat. Tercer Cielo),Redimi2,14448531.0,136022.0
¿Pa' Qué Preguntan? (Remix),Redimi2,12072442.0,21853670.0
"UNO (feat. Alex Zurdo, Funky, Redimi2, Christian Ponce, Almighty, Ander Bock)",Redimi2,9227462.0,11808626.0
Soy Soldado,Redimi2,,13404037.0
Be Alright,Redimi2,15863427.0,20267290.0
All The Things She Said,t.A.T.u.,392515942.0,353260906.0
All About Us,t.A.T.u.,50668902.0,128504289.0
Not Gonna Get Us,t.A.T.u.,36049153.0,35038692.0
Ya Soshla S Uma,t.A.T.u.,13967276.0,15762281.0
How Soon Is Now?,t.A.T.u.,14833275.0,5135211.0
Nas Ne Dagoniat,t.A.T.u.,10601724.0,3331052.0
Malchik Gay,t.A.T.u.,7965961.0,954759.0
Hey There Delilah,Plain White T's,887369479.0,100499455.0
Rhythm Of Love,Plain White T's,105901339.0,20356553.0
"1, 2, 3, 4",Plain White T's,77160530.0,23402906.0
