Track,Artist,Stream,Views
Tengo Ganas,Víctor Manuelle,66145036.0,178605385.0
No Quería Engañarte,Víctor Manuelle,40785460.0,508151.0
Si Tú Me Besas,Víctor Manuelle,,171310043.0
He Tratado,Víctor Manuelle,69117125.0,17765673.0
Mala y Peligrosa (feat. Bad Bunny),Víctor Manuelle,61464049.0,95661253.0
Ay Amor - Reggaeton,Víctor Manuelle,16281947.0,1844404.0
Dile a Ella,Víctor Manuelle,22820025.0,57076922.0
Voy A Prometerme,Víctor Manuelle,8435052.0,3494076.0
Esclavo y Amo,Javier Solís,36184736.0,70670821.0
En Tu Pelo,Javier Solís,28941771.0,60459069.0
Entrega Total,Javier Solís,22100676.0,9207172.0
Renunciación,Javier Solís,23555913.0,45762163.0
Media Vuelta,Javier Solís,20899614.0,7322303.0
Sombras Nada Más,Javier Solís,17634182.0,14963387.0
El Loco,Javier Solís,15769690.0,5632524.0
Sombras - Versión Trío,Javier Solís,32543303.0,14963387.0
Cataclismo,Javier Solís,8020891.0,17661454.0
You Got It,Vedo,,45813799.0
Let's Get Married,Vedo,34369680.0,2813868.0
4 Walls,Vedo,38642498.0,45279881.0
Girls Need Love (V-Mix),Vedo,33208320.0,20684356.0
Equal,Vedo,5136038.0,1480807.0
Celebrate,Vedo,455117.0,114009.0
FOREVER,Vedo,1474203.0,933175.0
Dilemma (Remake),Vedo,30257128.0,4625598.0
Tá Vendo Aquela Lua,Exaltasamba,58475335.0,49706129.0
Livre Pra Voar (Quando A Gente Se Encontrar),Exaltasamba,26094525.0,18770142.0
Me Apaixonei Pela Pessoa Errada,Exaltasamba,67495594.0,2890929.0
"Calma Amor - Ao Vivo Na Ilha Da Magia,Brasil/2008",Exaltasamba,29722671.0,13027288.0
Fugidinha,Exaltasamba,28245535.0,9885157.0
Tchau e Bença - Live From Brazil / 2007,Exaltasamba,30255260.0,11851243.0
"Valeu - Ao Vivo Na Ilha Da Magia,Brasil/2008",Exaltasamba,12036830.0,1267732.0
Mega Star - Ao Vivo Em Brasil/2008,Exaltasamba,8684781.0,9402364.0
"Teu Segredo - Ao Vivo Na Ilha Da Magia,Brasil/2008",Exaltasamba,16371651.0,39580103.0
"Até O Sol Quis Ver - Ao Vivo Na Ilha Da Magia,Brasil/2008",Exaltasamba,13630058.0,20242530.0
This Kiss,Faith Hill,128680468.0,16377637.0
Breathe,Faith Hill,104125277.0,32119215.0
"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",Faith Hill,40872084.0,4090225.0
Wild One,Faith Hill,23865551.0,7546284.0
The Way You Love Me,Faith Hill,37364121.0,16087985.0
The Rest of Our Life,Faith Hill,64962005.0,31586258.0
It Matters to Me,Faith Hill,24379129.0,28868586.0
All My Ex's Live In Texas - Live,Faith Hill,21757750.0,814386.0
I Need You,Faith Hill,35456507.0,24914307.0
HANABI,Mr.Children,64223991.0,63074941.0
Tomorrow never knows,Mr.Children,24620397.0,55266588.0
innocent world,Mr.Children,23340684.0,8837282.0
シーソーゲーム~勇敢な恋の歌~,Mr.Children,18668480.0,4995396.0
Sign,Mr.Children,18492236.0,37160309.0
GIFT,Mr.Children,11469360.0,26339835.0
足音 ~Be Strong,Mr.Children,20298912.0,27677809.0
しるし,Mr.Children,13664280.0,62361582.0
抱きしめたい,Mr.Children,12737172.0,2620878.0
Da Rockwilder,Redman,145045678.0,48137391.0
Tonight's Da Night,Redman,59340982.0,3359733.0
Part II,Redman,,25081830.0
Time 4 Sumaksion,Redman,19525021.0,2673517.0
How High - Remix,Redman,20117129.0,25081830.0
Pick It Up,Redman,7056434.0,2955491.0
Brick City Mashin'!,Redman,3190238.0,430722.0
How High (Remix),Redman,13750019.0,25081830.0
Pack a Lunch (with Redman),Redman,87541.0,96380.0
Cosas Buenas Que Parecen Malas,Los Rehenes,43435182.0,1331347.0
Limosnero De Cariño,Los Rehenes,,52611380.0
Amor En Silencio,Los Rehenes,19122028.0,10731593.0
Verdades Que Duelen,Los Rehenes,21937657.0,5687967.0
Una Banda Y Un Corrido,Los Rehenes,11722859.0,21847870.0
Un Títere,Los Rehenes,23976654.0,438654.0
Corazones Rotos,Los Rehenes,24648248.0,6734338.0
No Me Importa,Los Rehenes,16450731.0,63111715.0
Adiós Y Buena Suerte,Los Rehenes,17488956.0,19208131.0
Bin in Trance,LX,1134964.0,617667.0
HaifischNikez Allstars,LX,71955997.0,52290828.0
Auf Clouds,LX,5176458.0,1465331.0
Vielen Dank,LX,30846528.0,5279644.0
So High,LX,2201903.0,535239.0
Wer von Euch?!,LX,3040822.0,1440233.0
Bob Marley,LX,13764988.0,1851756.0
Optimal,LX,47506073.0,59973709.0
10 Jahre,LX,52448796.0,49698103.0
187 Gang,LX,29837212.0,81723.0
I Wanna Know,Joe,143431200.0,194888648.0
Faded Pictures,Joe,48429019.0,53165.0
No One Else Comes Close,Joe,32895117.0,9693281.0
Ride wit U (feat. G-Unit),Joe,42115587.0,13793629.0
All The Things (Your Man Won't Do),Joe,49614907.0,32483973.0
Stutter (feat. Mystikal) - Double Take Remix,Joe,35396144.0,7655159.0
If I Was Your Man,Joe,29708074.0,58709970.0
More & More,Joe,9893751.0,15295066.0
Another Used To Be,Joe,11940487.0,225272.0
I Believe in You,Joe,9474964.0,16056097.0
Cennet,Ebru Gündeş,,67154981.0
Çingenem,Ebru Gündeş,31629255.0,21235036.0
Ölümsüz Aşklar,Ebru Gündeş,18048886.0,17438723.0
Demir Attım,Ebru Gündeş,23761000.0,17192485.0
Söyleyin,Ebru Gündeş,14050953.0,58742760.0
Harika,Ebru Gündeş,,6876807.0
"Kızıl, Mavi",Ebru Gündeş,6357604.0,9114536.0
Sonsuza Dek,Ebru Gündeş,8330899.0,21499109.0
Yaparım Bilirsin,Ebru Gündeş,11943017.0,48526562.0
Severek Öleceğim,Ebru Gündeş,,2274469.0
Nee Paartha Vizhigal - The Touch of Love,Vijay Yesudas,39707841.0,47006831.0
"Don'u Don'u Don'u (From ""Maari"") - The Don's Romance",Vijay Yesudas,21922238.0,8512508.0
Etho Mazhayil,Vijay Yesudas,9880221.0,12034653.0
Thanne Thanne,Vijay Yesudas,1218878.0,4848886.0
"Maari Thara Local (From ""Maari"") - Here Comes Maari",Vijay Yesudas,15809664.0,5635752.0
Malare,Vijay Yesudas,9478200.0,87628756.0
Evare,Vijay Yesudas,6730426.0,13729568.0
"Uyirin Naadhane - From ""Joseph""",Vijay Yesudas,7541690.0,27953965.0
Piriyadha Enna,Vijay Yesudas,5325120.0,2008939.0
Sunday Morning,The Velvet Underground,106869044.0,4852299.0
Femme Fatale,The Velvet Underground,44116650.0,5905503.0
I'll Be Your Mirror,The Velvet Underground,30307769.0,1649153.0
After Hours,The Velvet Underground,30138681.0,7931423.0
Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,82530156.0,6301625.0
Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,,981925.0
I'm Waiting For The Man,The Velvet Underground,44971637.0,672088.0
Rock & Roll - Full Length Version; 2015 Remaster,The Velvet Underground,51367036.0,1690482.0
Heroin,The Velvet Underground,42500875.0,5217525.0
To Build A Home,The Cinematic Orchestra,468642738.0,89199387.0
That Home,The Cinematic Orchestra,41520106.0,272952.0
Arrival of the Birds,The Cinematic Orchestra,63311283.0,51400775.0
To Believe,The Cinematic Orchestra,14605197.0,922380.0
Transformation,The Cinematic Orchestra,11138920.0,51400775.0
Wait For Now - Mary Lattimore Rework,The Cinematic Orchestra,1904719.0,37258.0
Channel 1 Suite,The Cinematic Orchestra,14085799.0,104286.0
To Build A Home - Radio Version,The Cinematic Orchestra,,89199387.0
A Caged Bird/Imitations of Life,The Cinematic Orchestra,6817510.0,810009.0
Ilegal,Cultura Profética,115088529.0,9125301.0
La Complicidad,Cultura Profética,91427375.0,129369295.0
"Saca, Prende y Sorprende",Cultura Profética,69056251.0,43501032.0
Baja la Tensión,Cultura Profética,49694121.0,43221726.0
Rimas Pa' Seducir,Cultura Profética,56997909.0,4080919.0
Un Deseo,Cultura Profética,33245887.0,21645633.0
Te Creí,Cultura Profética,19091891.0,31132073.0
Para Estar,Cultura Profética,34170845.0,36852857.0
De Antes,Cultura Profética,26764254.0,10267759.0
La Espera,Cultura Profética,37431596.0,65284648.0
It's Been Awhile,Staind,,205504473.0
So Far Away,Staind,123105706.0,52031404.0
Mudshovel,Staind,99161879.0,10129276.0
Outside,Staind,117803221.0,116389564.0
Right Here,Staind,,11399364.0
For You,Staind,36327437.0,5998155.0
Something to Remind You,Staind,32888027.0,64564475.0
Tangled up in You,Staind,25049241.0,25028170.0
Zoe Jane,Staind,19766776.0,7352116.0
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",370599453.0,41869462.0
Just the Two of Us,"Grover Washington, Jr.",,19097577.0
Just the Two of Us,"Grover Washington, Jr.",71938041.0,19097577.0
Mister Magic,"Grover Washington, Jr.",13007030.0,11461423.0
Winelight,"Grover Washington, Jr.",5724420.0,3549884.0
Knucklehead,"Grover Washington, Jr.",2199555.0,464843.0
"Let It Flow (For ""DR. J"")","Grover Washington, Jr.",3179994.0,347231.0
Make Me a Memory,"Grover Washington, Jr.",1619436.0,398293.0
In the Name of Love,"Grover Washington, Jr.",2672325.0,417190.0
"Take Me There (7"" Version)","Grover Washington, Jr.",110189.0,81802.0
The Girl From Ipanema,Stan Getz,143330623.0,482293.0
Corcovado (Quiet Nights Of Quiet Stars),Stan Getz,87323987.0,2528862.0
Só Danço Samba,Stan Getz,61463773.0,1409971.0
A Nightingale Sang In Berkeley Square,Stan Getz,56244719.0,108784.0
Corcovado (Quiet Nights Of Quiet Stars) - Single Version,Stan Getz,24332355.0,2528862.0
Para Machuchar Meu Coracao,Stan Getz,44497356.0,1001372.0
But Beautiful,Stan Getz,13767497.0,131312.0
The Girl From Ipanema - Single Version,Stan Getz,23420301.0,482293.0
O Pato,Stan Getz,7474581.0,95975.0
Crash into Me,Dave Matthews Band,187855565.0,29145878.0
Ants Marching,Dave Matthews Band,77750182.0,6419682.0
Where Are You Going,Dave Matthews Band,26640301.0,10468730.0
The Space Between,Dave Matthews Band,44863731.0,5109176.0
You & Me,Dave Matthews Band,31914600.0,11272803.0
Satellite,Dave Matthews Band,41913707.0,2126012.0
What Would You Say,Dave Matthews Band,22360943.0,2095270.0
#41,Dave Matthews Band,34528391.0,4160936.0
Grey Street,Dave Matthews Band,18460782.0,1994799.0
So Much to Say,Dave Matthews Band,26359656.0,645156.0
Forever Young - 2019 Remaster,Alphaville,414274836.0,383177233.0
Big in Japan - 2019 Remaster,Alphaville,160632804.0,40422548.0
Big in Japan - Single Version; 2019 Remaster,Alphaville,81325428.0,40422548.0
Sounds Like a Melody - 2019 Remaster,Alphaville,38194418.0,21947568.0
Dance With Me,Alphaville,10092636.0,5176365.0
Sounds Like a Melody,Alphaville,10613291.0,60072705.0
I Die For You Today,Alphaville,3847115.0,2823.0
A Victory of Love - 2019 Remaster,Alphaville,7244584.0,658096.0
Jerusalem,Alphaville,,2007731.0
Forever Young - Special Dance Version; 2019 Remaster,Alphaville,1350566.0,185566.0
You And Me,Lifehouse,448883520.0,178468414.0
Hanging By A Moment,Lifehouse,175473026.0,36412783.0
From Where You Are,Lifehouse,27314019.0,11630350.0
Whatever It Takes,Lifehouse,33754667.0,1726556.0
Broken,Lifehouse,,46399415.0
Halfway Gone,Lifehouse,42119624.0,22725718.0
Between The Raindrops,Lifehouse,48640507.0,22228880.0
Blind,Lifehouse,21207209.0,12971171.0
Everything,Lifehouse,59164677.0,7598180.0
First Time,Lifehouse,15494576.0,9847175.0
SOUVENIR,BUMP OF CHICKEN,27876546.0,12230252.0
クロノスタシス,BUMP OF CHICKEN,13066460.0,12771012.0
天体観測,BUMP OF CHICKEN,,117378754.0
"Hello,world!",BUMP OF CHICKEN,21388921.0,69237120.0
なないろ,BUMP OF CHICKEN,15372436.0,3785854.0
ray,BUMP OF CHICKEN,12571194.0,52444390.0
新世界,BUMP OF CHICKEN,9568065.0,16594583.0
記念撮影,BUMP OF CHICKEN,10028581.0,22012580.0
Aurora,BUMP OF CHICKEN,,18705917.0
All Day And Night,Martin Solveig,278080902.0,22950222.0
All Stars,Martin Solveig,174043772.0,49716890.0
Places,Martin Solveig,205899187.0,27745252.0
Lonely Heart,Martin Solveig,16269486.0,466971.0
Do It Right,Martin Solveig,,33307573.0
Juliet & Romeo,Martin Solveig,71478074.0,6804550.0
Tequila - Jax Jones & Martin Solveig Present Europa,Martin Solveig,74381337.0,14664832.0
Zapatillas,El Canto Del Loco,58066340.0,995063.0
Besos,El Canto Del Loco,50704522.0,287652.0
Contigo (feat. Natalia Lafourcade),El Canto Del Loco,77120284.0,81609711.0
Puede Ser (with Amaia Montero),El Canto Del Loco,40209501.0,29867437.0
Una Foto en Blanco y Negro,El Canto Del Loco,31581442.0,10757784.0
Volvera,El Canto Del Loco,30570386.0,13560180.0
La Madre de Jose,El Canto Del Loco,32810299.0,14281792.0
Insoportable,El Canto Del Loco,35032631.0,941079.0
Aunque Tu No Lo Sepas,El Canto Del Loco,38232787.0,2024605.0
Peter Pan,El Canto Del Loco,49523146.0,29779477.0
Poison,Alice Cooper,328124343.0,264551594.0
School's Out,Alice Cooper,131957102.0,11039254.0
No More Mr. Nice Guy,Alice Cooper,,4889541.0
I'm Eighteen,Alice Cooper,36509800.0,8677823.0
Under My Wheels,Alice Cooper,8601497.0,32655.0
Feed My Frankenstein,Alice Cooper,25501166.0,10028517.0
Bed of Nails,Alice Cooper,9313402.0,4937851.0
I Never Cry,Alice Cooper,8154216.0,2982763.0
Only Women Bleed,Alice Cooper,8923768.0,2155514.0
How You Gonna See Me Now,Alice Cooper,9025600.0,228569.0
Paradise By the Dashboard Light,Meat Loaf,142884122.0,76651511.0
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,168134833.0,238956885.0
Two Out of Three Ain't Bad,Meat Loaf,64413552.0,90797634.0
Bat Out of Hell,Meat Loaf,77552106.0,37034731.0
You Took The Words Right Out of My Mouth (Hot Summer Night),Meat Loaf,,29296831.0
I'd Do Anything For Love (But I Won't Do That),Meat Loaf,31524233.0,238956885.0
Hot Patootie - Bless My Soul,Meat Loaf,20266537.0,23972.0
Rock And Roll Dreams Come Through,Meat Loaf,11544473.0,5990574.0
Heaven Can Wait,Meat Loaf,14640899.0,164681.0
I'd Lie For You (And That's The Truth),Meat Loaf,12397317.0,352839.0
Truly Madly Deeply,Savage Garden,383783920.0,416894899.0
I Knew I Loved You,Savage Garden,,204233282.0
To the Moon & Back,Savage Garden,83442006.0,164859681.0
I Want You,Savage Garden,80315011.0,50911232.0
Affirmation,Savage Garden,42075273.0,15451333.0
Crash and Burn,Savage Garden,,17444953.0
The Animal Song,Savage Garden,24404516.0,15530876.0
Break Me Shake Me,Savage Garden,12877730.0,10404448.0
Two Beds And A Coffee Machine,Savage Garden,9973431.0,915780.0
Your Love (9PM),ATB,561368460.0,27148915.0
9Pm (Till I Come),ATB,90150683.0,15086349.0
Don't Stop,ATB,33263415.0,9680960.0
Your Love (9PM) - Tiësto Remix,ATB,24350569.0,2934756.0
Ecstasy,ATB,30266063.0,20938295.0
Ecstasy - Morten Granau Remix,ATB,13604428.0,82176302.0
9 Pm - Till I Come,ATB,6160219.0,15086349.0
Lily's Theme,Alexandre Desplat,54074440.0,1806129.0
The Imitation Game,Alexandre Desplat,57771490.0,362461.0
Extremely Loud and Incredibly Close,Alexandre Desplat,29909265.0,118957.0
Laurie and Jo on the Hill,Alexandre Desplat,9379203.0,156466.0
Statues,Alexandre Desplat,29882589.0,451489.0
Courtyard Apocalypse,Alexandre Desplat,20783899.0,663502.0
Mr. Fox in the Fields,Alexandre Desplat,11088676.0,408601.0
Alan Turing's Legacy,Alexandre Desplat,29334794.0,210552.0
The Danish Girl,Alexandre Desplat,15327008.0,198321.0
Harry and Ginny,Alexandre Desplat,11471847.0,75205.0
Highwayman,Kris Kristofferson,193343622.0,47677055.0
Roll Me Up and Smoke Me When I Die - Live,Kris Kristofferson,9999321.0,8726136.0
American Remains,Kris Kristofferson,36940149.0,5249475.0
On The Road Again - Live,Kris Kristofferson,1948126.0,89079.0
Silver Stallion,Kris Kristofferson,19385881.0,3349316.0
"(Ghost) Riders in the Sky - Live at Nassau Coliseum, Uniondale, NY - March 1990",Kris Kristofferson,8753204.0,59254779.0
Against the Wind,Kris Kristofferson,17283126.0,8700106.0
"Mammas Don't Let Your Babies Grow Up to Be Cowboys - Live at Nassau Coliseum, Uniondale, NY - March 1990",Kris Kristofferson,5085132.0,5212294.0
Born and Raised in Black and White,Kris Kristofferson,8153860.0,372884.0
Honor Him,Gavin Greenaway,,1447128.0
"Elysium - From ""Gladiator"" Soundtrack",Gavin Greenaway,60818075.0,49017254.0
"The Wheat - From ""Gladiator"" Soundtrack",Gavin Greenaway,15072141.0,206631.0
Earth,Gavin Greenaway,24422351.0,251703.0
Maximus,Gavin Greenaway,4075793.0,29138.0
The Battle,Gavin Greenaway,23064044.0,9914343.0
Not Yet,Gavin Greenaway,4115973.0,23428.0
"The Flight To Neverland - From ""Hook""",Gavin Greenaway,3442840.0,17803.0
"Now We Are Free - From ""Gladiator"" Soundtrack",Lisa Gerrard,185314083.0,6895420.0
"Elysium - From ""Gladiator"" Soundtrack",Lisa Gerrard,,451292.0
"The Wheat - From ""Gladiator"" Soundtrack",Lisa Gerrard,15072141.0,206631.0
"Gortoz A Ran - From ""Black Hawk Down""",Lisa Gerrard,20702028.0,1337410.0
The Battle,Lisa Gerrard,23064044.0,6895420.0
Not Yet,Lisa Gerrard,,23428.0
Progeny,Lisa Gerrard,13263138.0,324114.0
"Reunion - From ""Gladiator"" Soundtrack",Lisa Gerrard,6370464.0,6895420.0
The Emperor Is Dead,Lisa Gerrard,6110761.0,96449.0
Wednesday Main Titles,Danny Elfman,3561830.0,798129.0
Victor's Piano Solo,Danny Elfman,25043127.0,17928938.0
The Bat Cave,Danny Elfman,465766.0,80247.0
The Piano Duet,Danny Elfman,27567121.0,1816668.0
Ice Dance,Danny Elfman,25100188.0,877955.0
The Batman Theme,Danny Elfman,21826083.0,4144074.0
Jack's Lament,Danny Elfman,28297903.0,3013914.0
Main Title,Danny Elfman,14342919.0,199668.0
Kidnap The Sandy Claws,Danny Elfman,22132201.0,270422.0
Pupilas Lejanas,Los Pericos,102759112.0,41527071.0
Runaway,Los Pericos,52407316.0,3289088.0
Runaway,Los Pericos,101408935.0,3289088.0
Waitin',Los Pericos,48135750.0,182158.0
Párate Y Mira,Los Pericos,29369639.0,6578.0
Anónimos (feat. Carla Morrison),Los Pericos,38863662.0,44662674.0
Sin Cadenas,Los Pericos,13549639.0,23098365.0
Complicado Y Aturdido,Los Pericos,10014798.0,4892949.0
Tierra Firme Remix,Los Pericos,4891471.0,1181508.0
Sin Cadenas,Los Pericos,25385224.0,23098365.0
Nothing's Gonna Change My Love for You,George Benson,,22004876.0
Give Me the Night,George Benson,,19514708.0
Give Me the Night,George Benson,23500952.0,19514708.0
Breezin',George Benson,41148706.0,79277.0
Turn Your Love Around,George Benson,29730251.0,114932.0
On Broadway,George Benson,29849385.0,9539.0
You Are the Love of My Life,George Benson,10315271.0,572559.0
Love X Love,George Benson,16332677.0,10637.0
How Could an Angel Break My Heart (with Toni Braxton),Kenny G,44171549.0,36492038.0
Forever in Love,Kenny G,27410478.0,44055309.0
You're Beautiful,Kenny G,19565751.0,140788.0
Everytime I Close My Eyes (with Babyface),Kenny G,17453665.0,238641.0
The Moment,Kenny G,17195098.0,94066695.0
You Raise Me Up,Kenny G,13120859.0,106383.0
Yesterday,Kenny G,10714717.0,94066695.0
Silhouette,Kenny G,10877089.0,11844330.0
Songbird,Kenny G,31233842.0,22453592.0
Sentimental,Kenny G,10934323.0,15609999.0
You're so Vain,Carly Simon,352797467.0,37847454.0
Coming Around Again,Carly Simon,99926514.0,33976678.0
Nobody Does It Better,Carly Simon,53343802.0,16205216.0
You Belong to Me,Carly Simon,8790754.0,8943142.0
Why,Carly Simon,7311421.0,4502433.0
Mockingbird,Carly Simon,10637181.0,6092296.0
That's The Way I've Always Heard It Should Be,Carly Simon,8263500.0,14275163.0
The Right Thing to Do,Carly Simon,,10087.0
All The Things You Are,Carly Simon,9640085.0,801727.0
Tranquillo (Melt My Heart),Carly Simon,1805545.0,23822.0
Auf gute Freunde,Böhse Onkelz,63064627.0,27496751.0
Wir ham' noch lange nicht genug,Böhse Onkelz,26767079.0,2943299.0
Nichts ist für die Ewigkeit,Böhse Onkelz,23499399.0,5923834.0
Viva los tioz,Böhse Onkelz,,5681208.0
"Gehasst, Verdammt, Vergöttert",Böhse Onkelz,9823118.0,1746270.0
Kirche,Böhse Onkelz,18423091.0,1611257.0
So sind wir,Böhse Onkelz,17926814.0,4190858.0
Terpentin,Böhse Onkelz,18025046.0,3877784.0
Leere Worte,Böhse Onkelz,10438182.0,1735165.0
"Requiem, K. 626: Lacrimosa",Stephen Cleobury,,26253.0
Once In Royal David’s City (Desc. by Philip Ledger),Stephen Cleobury,3151004.0,6430.0
O Little Town of Bethlehem,Stephen Cleobury,3542644.0,338659.0
Hark! The Herald Angels Sing,Stephen Cleobury,2745500.0,5791.0
While Shepherds Watched Their Flocks (Desc. by Stephen Cleobury),Stephen Cleobury,2964047.0,41122.0
"Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy Of Man's Desiring, BWV 147",Stephen Cleobury,4191785.0,752426.0
Once in Royal David's City,Stephen Cleobury,2633907.0,62255.0
"God Rest You Merry, Gentlemen (Arr. David Willcocks)",Stephen Cleobury,1708985.0,25110.0
"Holst: 3 Hymns for the English Hymnal: No. 1, In the Bleak Mid-Winter",Stephen Cleobury,1353161.0,241346.0
Sou Teu Fã,DENNIS,87684861.0,21274331.0
Deixa de Onda (Porra Nenhuma),DENNIS,105559155.0,66132611.0
Só Você,DENNIS,131058784.0,53282043.0
Agora é Tudo Meu,DENNIS,135585062.0,277518719.0
Isso Que é Vida,DENNIS,,22849521.0
Medley da Gaiola - DENNIS Remix,DENNIS,124329188.0,68802204.0
Lágrima por Lágrima (feat. Gusttavo Lima) - Ao Vivo,DENNIS,35164871.0,31676092.0
Eu Gosto Assim - Dennis Remix,DENNIS,395282.0,35024.0
Te Prometo,DENNIS,120390323.0,173379044.0
Malandramente,DENNIS,65709485.0,109004269.0
"Y, ¿Si Fuera Ella? - + Es +",Antonio Orozco,179230151.0,44480553.0
Himno A La Alegría,Antonio Orozco,,3115378.0
Entre Sobras Y Sobras Me Faltas,Antonio Orozco,9559489.0,19971854.0
Estoy Hecho De Pedacitos De Ti,Antonio Orozco,68714708.0,17981994.0
Entre Sobras Y Sobras Me Faltas,Antonio Orozco,36782970.0,19971854.0
Mi Héroe,Antonio Orozco,39893512.0,47765726.0
Devuélveme La Vida,Antonio Orozco,15501386.0,500248.0
Mi Héroe,Antonio Orozco,1605892.0,47765726.0
Ya Lo Sabes,Antonio Orozco,21491085.0,20436924.0
El Viaje,Antonio Orozco,7780688.0,2130770.0
Stay Fly,Three 6 Mafia,118965767.0,63525181.0
Half On a Sack,Three 6 Mafia,32255139.0,2949281.0
