Track,Artist,Revenue
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,1380671.21713
It's a Heartache,Bonnie Tyler,505006.54745
Total Eclipse of the Heart,Bonnie Tyler,885248.05137
Holding Out for a Hero - Single Version,Bonnie Tyler,198056.92913
It's a Heartache,Bonnie Tyler,117236.83945
If You Were a Woman (And I Was a Man),Bonnie Tyler,44543.960880000006
Si demain...(Turn Around),Bonnie Tyler,65581.17169
Bitterblue,Bonnie Tyler,30385.230199999998
Have You Ever Seen the Rain?,Bonnie Tyler,37971.52878
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers",Sir Simon Rattle,148644.13404
Barber: Adagio for Strings,Sir Simon Rattle,96037.10231
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 14a, Pas de deux. Andante maestoso",Sir Simon Rattle,58740.00813
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March",Sir Simon Rattle,64603.69353
"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture",Sir Simon Rattle,48531.95796
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 14c, Pas de deux. Variation II ""Dance of the Sugar Plum Fairy""",Sir Simon Rattle,46102.14507
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso",Sir Simon Rattle,78211.22716000001
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 1, Decoration of the Christmas Tree",Sir Simon Rattle,27733.48168
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 3, Children's Galop and Entry of the Parents",Sir Simon Rattle,26163.360060000003
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 12d, Divertissement. Trepak, Russian Dance",Sir Simon Rattle,30139.5197
End Of The Road,Boyz II Men,1172332.8647
One Sweet Day,Boyz II Men,793942.2331000001
I'll Make Love To You,Boyz II Men,990724.42696
On Bended Knee,Boyz II Men,504363.15788
Motownphilly,Boyz II Men,247752.55275
If You Leave Me Now (feat. Boyz II Men),Boyz II Men,196665.3483
Let It Snow,Boyz II Men,85975.12891
Water Runs Dry,Boyz II Men,219054.83936
Roll Wit Me,Boyz II Men,64658.15894
The Color of Love,Boyz II Men,54008.36414
Águas De Março,Antônio Carlos Jobim,518659.25471999997
Só Tinha De Ser Com Você,Antônio Carlos Jobim,220210.99911
Pela Luz dos Olhos Teus - Bonus Track,Antônio Carlos Jobim,137133.39691
The Girl From Ipanema,Antônio Carlos Jobim,164498.90497
Corcovado,Antônio Carlos Jobim,98925.55231000001
Para Machuchar Meu Coracao,Antônio Carlos Jobim,177991.87695
Wave,Antônio Carlos Jobim,90908.38485
Garota De Ipanema,Antônio Carlos Jobim,23235.24497
Triste,Antônio Carlos Jobim,91708.40957
O Morro Não Tem Vez,Antônio Carlos Jobim,87184.39518
More Than a Feeling,Boston,2547129.13857
Peace of Mind,Boston,656360.2033800001
Smokin',Boston,273483.82185
Foreplay / Long Time,Boston,406391.13164
Rock & Roll Band,Boston,129760.94278000001
Don't Look Back,Boston,154203.13215000002
Hitch a Ride,Boston,99797.72425
Something About You,Boston,43941.95878
Let Me Take You Home Tonight,Boston,50867.36765
All Summer Long,Kid Rock,1613475.303
Picture (feat. Sheryl Crow),Kid Rock,820641.65237
Bawitdaba,Kid Rock,415744.07482
Cowboy,Kid Rock,396292.56015000003
Only God Knows Why,Kid Rock,397530.16287999996
You Never Met a Motherfucker Quite Like Me,Kid Rock,103212.46574
Born Free,Kid Rock,188043.35016
First Kiss,Kid Rock,156236.62166
Gives You Hell,The All-American Rejects,2018783.72874
Dirty Little Secret,The All-American Rejects,1449089.36942
Move Along,The All-American Rejects,905482.36321
"Swing, Swing",The All-American Rejects,565922.09066
It Ends Tonight,The All-American Rejects,434134.71946
I Wanna,The All-American Rejects,101896.33567999999
My Paper Heart,The All-American Rejects,65884.39207
Sweat,The All-American Rejects,88492.30486
The Last Song,The All-American Rejects,46772.27430999999
Jack's Lament,The All-American Rejects,30411.923120000003
I'm Only a Fool for You,Dybbukk,249659.41026
It's Not So Bad,Dybbukk,250313.27359
Enim er'u,Dybbukk,88589.0567
The Beach - Instrumental Slow,Dybbukk,23688.16185
Alors on Danse Slowed,Dybbukk,47791.19407
Star Shopping (Slowed),Dybbukk,16093.63262
Another Love - Slowed and Muffled,Dybbukk,77322.65439
Another Love - (Slowed),Dybbukk,81662.84060000001
Dust in the Wind,Kansas,2273023.36759
Carry on Wayward Son,Kansas,2072127.4468
Carry On Wayward Son - Single Version,Kansas,214837.17134
Point of Know Return,Kansas,53740.77163
Play the Game Tonight,Kansas,36238.985740000004
What's on My Mind,Kansas,17464.17708
The Wall,Kansas,21330.56911
All I Wanted,Kansas,3972.40972
Hold On,Kansas,15623.243470000001
Miracles out of Nowhere,Kansas,12829.303800000002
Me cuesta tanto olvidarte,Mecano,664857.5847100001
Cruz de navajas,Mecano,498671.23777
Hijo de la luna,Mecano,478860.37019
La Fuerza del Destino,Mecano,360024.22233
Maquillaje,Mecano,216351.00519999999
Un Año Mas,Mecano,149165.42733
Mujer contra mujer,Mecano,144502.39314
Me Colé en una Fiesta,Mecano,142715.62951000003
El 7 de Septiembre,Mecano,134386.07919
Barco a Venus,Mecano,96628.73812
Ain't Too Proud To Beg,The Temptations,476383.92019000003
Papa Was A Rollin' Stone - Single Version,The Temptations,540974.70123
Just My Imagination (Running Away With Me),The Temptations,326367.94228
Get Ready,The Temptations,373071.90726
The Way You Do The Things You Do,The Temptations,325905.66579
I Wish It Would Rain,The Temptations,120993.74725000001
Silent Night,The Temptations,51733.94239
I'm Gonna Make You Love Me,The Temptations,80043.2095
I Can't Get Next To You,The Temptations,92814.43281000001
Barracuda,Heart,1405802.6002
Alone,Heart,1367821.34917
All I Wanna Do Is Make Love To You,Heart,543371.90028
Crazy On You,Heart,495175.89983
These Dreams,Heart,312886.47083
What About Love?,Heart,235800.29901999998
Magic Man,Heart,182051.76851000002
Stairway to Heaven (Live At The Kennedy Center Honors),Heart,150904.54103999998
Dreamboat Annie,Heart,38868.39944
Never,Heart,89716.14715
Thunder,Prezioso,1446477.38896
Havana,Prezioso,17700.66993
Three Little Birds,Prezioso,15789.16347
Voglio vederti danzare - Radio Version,Prezioso,108593.57804
Shooting Darts (with R3HAB & Prezioso),Prezioso,42946.20329
The Riddle - Radio Edit Mix,Prezioso,161226.22131
All I Wanna Do,Sheryl Crow,606535.92253
Real Gone,Sheryl Crow,314756.10406
Roll Me Up and Smoke Me When I Die - Live,Sheryl Crow,46018.31508
Strong Enough,Sheryl Crow,207138.93622
If It Makes You Happy,Sheryl Crow,480949.58187999995
Soak Up The Sun,Sheryl Crow,301779.85974000004
On The Road Again - Live,Sheryl Crow,8139.17104
Sweet Child O' Mine,Sheryl Crow,139913.72642000002
All My Ex's Live In Texas - Live,Sheryl Crow,87592.92634
Thuggish Ruggish Bone,Bone Thugs-N-Harmony,439345.76276
Buddah Lovaz,Bone Thugs-N-Harmony,60432.13139
Tha Crossroads,Bone Thugs-N-Harmony,753413.7314800001
Foe Tha Love of $,Bone Thugs-N-Harmony,237213.08051
1st of Tha Month,Bone Thugs-N-Harmony,393181.93545
I Tried,Bone Thugs-N-Harmony,389701.39362
Mo'murda,Bone Thugs-N-Harmony,102511.35236
East 1999,Bone Thugs-N-Harmony,79592.73515000001
Weed Song,Bone Thugs-N-Harmony,84302.1913
Ghetto Cowboy,Bone Thugs-N-Harmony,107171.84338
3AM,Matchbox Twenty,955922.18587
Push,Matchbox Twenty,991430.34435
Unwell,Matchbox Twenty,306037.78141
If You're Gone,Matchbox Twenty,452261.66063
Real World,Matchbox Twenty,279681.06447
How Far We've Come,Matchbox Twenty,433620.85656
Unwell - 2007 Remaster,Matchbox Twenty,592268.3014100001
She's so Mean,Matchbox Twenty,270296.29129
Long Day,Matchbox Twenty,136605.42983
Bright Lights,Matchbox Twenty,153213.0155
Untouchable (No) Sped Up - Remix,kevoxx,32369.24973
Mockingbird (Sped Up Version) - Remix,kevoxx,26677.74135
4 Morant,kevoxx,203389.57342000003
Ride It (sped up + reverb) - Remix,kevoxx,17533.840500000002
Spin Back x Collide - Remix,kevoxx,15153.737630000001
Set Fire To The Rain x Another Love - Remix,kevoxx,21085.90781
Just Dance - Sped Up - Remix,kevoxx,14421.13697
Love - Remix,kevoxx,34076.88007
People You Know x Starboy - Remix,kevoxx,6875.06294
I'm Good Sped Up - Remix,kevoxx,5506.57831
Que Locura Enamorarme De Ti,Eddie Santiago,740897.65498
Mía,Eddie Santiago,338853.84866
Todo Empezo,Eddie Santiago,110669.76781
Tú Me Haces Falta,Eddie Santiago,164432.40033
Hasta Aquí Te Fui Fiel,Eddie Santiago,119463.24573
Cada Vez Otra Vez,Eddie Santiago,129031.53648
Me Fallaste,Eddie Santiago,118431.08007000001
I'm Coming Out,Diana Ross,907637.87303
Upside Down,Diana Ross,610000.8165200001
If The World Just Danced - MOTi Remix,Diana Ross,36052.21735
Chain Reaction,Diana Ross,195975.34441
You Are Everything,Diana Ross,131115.24975
Turn Up The Sunshine - From 'Minions: The Rise of Gru' Soundtrack,Diana Ross,44086.17568
Theme From Mahogany (Do You Know Where You're Going To) - Single Version,Diana Ross,99755.42224
Touch Me In The Morning,Diana Ross,64664.57558
X,Xzibit,415914.54176000005
My Name (feat. Eminem & Nate Dogg),Xzibit,262159.63910000003
"Alkaholik (feat. Erik Sermon, J Ro & Tash)",Xzibit,144634.64053
Don't Aproach Me (feat. Eminem),Xzibit,80572.85825
Get Your Walk On,Xzibit,109328.80557000001
Best of Things,Xzibit,38786.90543
Paparazzi,Xzibit,90596.66308
What U See Is What U Get,Xzibit,54261.23508
U Know (feat. Dr. Dre),Xzibit,28352.76155
Concerning Hobbits,Howard Shore,366916.79769000004
"The Council of Elrond (feat. ""Aniron"") [Theme for Aragorn and Arwen]",Howard Shore,241353.34212
"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,257307.70338
Evenstar,Howard Shore,126875.60408
Many Meetings,Howard Shore,79513.37084
The Bridge of Khazad Dum,Howard Shore,100157.18245000001
Bag End,Howard Shore,28263.64295
The Battle of the Pelennor Fields,Howard Shore,54097.20121
Into You (feat. Tamia),Fabolous,929255.91533
Can't Let You Go (feat. Mike Shorey & Lil' Mo),Fabolous,351296.30377
Make Me Better,Fabolous,271903.28851
Throw It In The Bag,Fabolous,202348.56575
Into You,Fabolous,398097.05933
Breathe,Fabolous,180188.52296
You Be Killin Em,Fabolous,179703.94991
"Trade It All, Pt. 2 (feat. P. Diddy & Jagged Edge)",Fabolous,97500.43218
My Time,Fabolous,147030.34448
BACH TO BACH (with Dave East),Fabolous,9851.49998
ROXANNE,Arizona Zervas,5483361.1855500005
FML,Arizona Zervas,1123599.61043
NIGHTRIDER,Arizona Zervas,306257.95089
2 AM,Arizona Zervas,20430.54727
Drinking Problem (feat. 27CLUB),Arizona Zervas,242121.7018
No I in Team,Arizona Zervas,369139.57273
BAND$,Arizona Zervas,26659.71082
OH MY LORD (feat. 24kGoldn),Arizona Zervas,30201.34203
ON TEN,Arizona Zervas,14907.376540000001
RAGE,Arizona Zervas,8624.04341
Yap Bi Güzellik,Tarkan,101194.24969
Şımarık,Tarkan,317008.84413000004
Son Durak,Tarkan,22669.396800000002
Öp,Tarkan,154355.25639
Adımı Kalbine Yaz,Tarkan,106766.70828
Dudu,Tarkan,272587.39596999995
Geççek,Tarkan,138379.28081999999
Kuzu Kuzu,Tarkan,242307.69118000002
İşim Olmaz,Tarkan,84840.01849
Ölürüm Sana,Tarkan,156639.45783
Wagon Wheel,Darius Rucker,2424158.31771
Alright,Darius Rucker,554638.69618
Beers And Sunshine,Darius Rucker,276458.54497
It Won't Be Like This For Long,Darius Rucker,182955.42886
If I Told You,Darius Rucker,448134.1544
Come Back Song,Darius Rucker,236732.30173
For The First Time,Darius Rucker,336386.83218
Don't Think I Don't Think About It,Darius Rucker,141435.03049
This,Darius Rucker,414558.36170999997
Straight To Hell,Darius Rucker,110643.31696
Seni Yazdım,Müslüm Gürses,247694.40490999998
Nilüfer,Müslüm Gürses,309648.43741
Affet,Müslüm Gürses,269167.98884
Unutamadım - Kaç Kadeh Kırıldı,Müslüm Gürses,257163.01026
Tutamıyorum Zamanı,Müslüm Gürses,161068.41725
Bir Ömür Yetmez,Müslüm Gürses,64742.843609999996
Sigara,Müslüm Gürses,130612.48107000001
Mutlu Ol Yeter,Müslüm Gürses,84299.02590000001
Gel Bahtımın Kar Beyazı,Müslüm Gürses,137384.96258
Hangimiz Sevmedik,Müslüm Gürses,88271.13423
Tú Con Él,Frankie Ruiz,612580.68127
Deseándote,Frankie Ruiz,466733.40162
Mi Libertad,Frankie Ruiz,142947.3002
Tú Me Vuelves Loco,Frankie Ruiz,160805.42974
La Rueda,Frankie Ruiz,138491.02845
Quiero Llenarte,Frankie Ruiz,70111.35564000001
Si Te Entregas A Mi,Frankie Ruiz,46990.368650000004
Color Esperanza 2020,Ivete Sangalo,374912.65487
Cria Da Ivete - Ao Vivo,Ivete Sangalo,5499.06583
Tarada - Ao Vivo,Ivete Sangalo,12724.03873
Não Precisa Mudar - Ao Vivo,Ivete Sangalo,145307.12610999998
Só Love Na Cabeça - Ao Vivo,Ivete Sangalo,1216.88524
"Tá Solteira, Mas Não Tá Sozinha",Ivete Sangalo,63768.845010000005
Sangrando,Ivete Sangalo,51012.09526
Rua Da Saudade - Ao Vivo,Ivete Sangalo,917.46668
Se Saia - Ao Vivo,Ivete Sangalo,782.0781000000001
Batucada - Ao Vivo,Ivete Sangalo,749.37716
Hot Potato,The Wiggles,133182.49882
Hot Potato,The Wiggles,145792.58682
I'm a Little Teapot,The Wiggles,30282.7344
Cowboy Take Me Away,The Chicks,625754.2673300001
Wide Open Spaces,The Chicks,509440.96905
Landslide,The Chicks,683083.5242100001
Travelin' Soldier,The Chicks,370403.52515
There's Your Trouble,The Chicks,234707.39825
Goodbye Earl,The Chicks,287396.25045
Not Ready to Make Nice,The Chicks,395976.5665
Ready to Run,The Chicks,143349.84245999999
You Were Mine,The Chicks,164132.48318
Gaslighter,The Chicks,176622.29454
El Ultimo Adiós - Varios Artistas Version,Yuri,679277.51479
Maldita Primavera,Yuri,468729.31873
Ya No Vives en Mí (Versión Pop) (feat. Carlos Rivera),Yuri,347229.8374
Campana Sobre Campana,Yuri,53657.20876
Ven A Cantar,Yuri,71111.48642
Detrás de Mi Ventana,Yuri,221883.05241
Yo Te Pido Amor,Yuri,73148.60055
Una Mentira Más,Yuri,208569.05846
Un Año Más,Yuri,30243.20209
Ya No Vives en Mí (Primera Fila) (feat. Carlos Rivera) - En Vivo,Yuri,319964.23768
Ishqam,Mika Singh,237573.54076
Bijli,Mika Singh,54303.118579999995
Subha Hone Na De,Mika Singh,291457.13288000005
Neekemo Andamekkuva,Mika Singh,6343.6690100000005
"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",Mika Singh,98069.91195000001
Mauja Hi Mauja,Mika Singh,157877.76448
"Aankh Marey (From ""Simmba"")",Mika Singh,819232.80546
Sawan Mein Lag Gayi Aag,Mika Singh,159825.32882
Pungi,Mika Singh,89782.64975
Hawa Hawa,Mika Singh,286474.41394
Niña Bonita,Binomio de Oro de América,284471.95588
Si Tu Amor No Vuelve,Binomio de Oro de América,277601.04361
Quiero Que Seas Mi Estrella,Binomio de Oro de América,228531.91628
Como Te Olvido,Binomio de Oro de América,172239.39733
Me Ilusione,Binomio de Oro de América,197090.41191
Un Osito Dormilon,Binomio de Oro de América,176846.30261999997
Me Vas A Extrañar,Binomio de Oro de América,152537.13336
Dime Como Te Olvido,Binomio de Oro de América,69488.20133
Distintos Destinos,Binomio de Oro de América,99920.99812
Find A Way,Dwele,50440.186330000004
I Think I Love You,Dwele,20287.42969
Open Your Eyes,Dwele,35740.08849
Truth,Dwele,13795.7455
A.N.G.E.L. - Interlude,Dwele,5309.13861
Count The Ways,Dwele,5830.6214
Weekend Love,Dwele,7100.30477
I'm Cheatin',Dwele,12149.76666
Brandi,Dwele,3581.0552800000005
Hookah Bar,Himesh Reshammiya,452641.31663
Valentine's Mashup 2019,Himesh Reshammiya,222596.50224
Main Woh Chaand,Himesh Reshammiya,216719.06707
Bewajah,Himesh Reshammiya,81195.74925
"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",Himesh Reshammiya,98069.91195000001
Jhalak Dikhla Ja,Himesh Reshammiya,222943.4428
Mujhko Yaad Sataye Teri,Himesh Reshammiya,72239.51319
Merre Liye,Himesh Reshammiya,28048.37256
Aap Ki Kashish,Himesh Reshammiya,135971.50782
Bekhudi,Himesh Reshammiya,145675.23898
Good Good Father,Chris Tomlin,621544.56207
Whom Shall I Fear (God Of Angel Armies),Chris Tomlin,265124.05032
How Great Is Our God,Chris Tomlin,350376.68675
Our God,Chris Tomlin,441779.02272
Amazing Grace (My Chains Are Gone),Chris Tomlin,296647.94523
Thank You Lord (feat. Thomas Rhett & Florida Georgia Line),Chris Tomlin,105426.30975
Noel - Live,Chris Tomlin,91653.4595
At The Cross (Love Ran Red),Chris Tomlin,185995.47599
Who You Are To Me (feat. Lady A),Chris Tomlin,110378.00693
Home,Chris Tomlin,143810.21741
Mi Enemigo El Amor,Pancho Barraza,844099.81923
Pero La Recuerdo (Cumbia Santa María),Pancho Barraza,288785.20488000003
Una Noche Cualquiera,Pancho Barraza,88268.2929
Ignoraste Mis Lágrimas,Pancho Barraza,171413.52027
Pero La Recuerdo,Pancho Barraza,175107.37688
Ya Se Fue,Pancho Barraza,46562.24301
Polvo Y Nada,Pancho Barraza,70832.9736
Mis Canciones De Amor,Pancho Barraza,64741.309
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",George Frideric Handel,314770.84868
Menuet in G Minor (trans. W. Kempff),George Frideric Handel,14326.97063
"Handel: Suite No. 11 in D Minor, HWV 437: III. Sarabande - Remastered 2022",George Frideric Handel,10862.85812
Ode to Joy to the World,George Frideric Handel,22648.685640000003
"Messiah, HWV 56, Part I: Pastoral Symphony, ""Pifa"" (arr. L. Stokowski)",George Frideric Handel,38369.72928
"Rinaldo, HWV 7a, Act II, Scene 4: Lascia ch'io pianga - Arr. for French Horn",George Frideric Handel,19246.15968
"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano & Bass)",George Frideric Handel,25556.70477
"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano)",George Frideric Handel,47018.00214
"Suite in D Minor, HWV 447: Allemande",George Frideric Handel,16160.23703
"Solomon, HWV 67: Arrival of the Queen of Sheba",George Frideric Handel,16403.31005
Loco,Pesado,302505.40372000006
A chillar a otra parte,Pesado,228866.32938
Ojalá que te mueras,Pesado,359349.64706
Le Creí,Pesado,201615.81399999998
Mi Promesa,Pesado,242692.93218
"Te quiero, te amo",Pesado,114720.06269
Gracias por tu amor,Pesado,35140.00495
Mientras Dormías,Pesado,94293.82665
El Mil Amores,Pesado,107078.52325999999
TE QUIERO,Pesado,1732.22131
Kanha Re,Traditional,9409.39334
Hey djan,Traditional,1142.55025
Carmina Burana: O Fortuna,Traditional,21875.00206
Den ville sauen / Sulla meg litt,Traditional,1017.26792
"Il est né, le divin enfant",Traditional,243.51607
El Indio Enamorado,Grupo Laberinto,273870.31657
En La Barra,Grupo Laberinto,112425.55489
El Cadete,Grupo Laberinto,183072.16673000003
El Profeta,Grupo Laberinto,105331.96972
El Perron Merino,Grupo Laberinto,31319.52115
Laurita Garza,Grupo Laberinto,62610.19584
Esos Tus Ojos,Grupo Laberinto,89341.54073000001
The Ecstasy Of Gold,Ennio Morricone,230369.32041000001
Gabriel's Oboe,Ennio Morricone,201309.26553
"The Good, The Bad And The Ugly - Main Title",Ennio Morricone,130968.74613
Once Upon a Time in the West - Main Theme,Ennio Morricone,90228.34264
Here's to you (feat. Joan Baez),Ennio Morricone,84930.81621
The Mission,Ennio Morricone,48140.153529999996
Nuovo Cinema Paradiso,Ennio Morricone,86514.58942999999
"The Good, The Bad and The Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)",Ennio Morricone,110996.69698
On Earth As It Is In Heaven,Ennio Morricone,58657.99224000001
Burguesinha,Seu Jorge,223931.94743
Mina do Condomínio,Seu Jorge,94564.51419
É Isso Aí (The Blower'S Daughter),Seu Jorge,260321.47902
Final de Semana,Seu Jorge,105233.67608
Vou Festejar,Seu Jorge,25555.06141
Clube do Samba,Seu Jorge,93431.55181
Mina do Condomínio (Ao Vivo),Seu Jorge,63642.29819
São Gonça,Seu Jorge,69744.7837
Suzanne,Leonard Cohen,465705.19608
Hallelujah,Leonard Cohen,593083.35838
You Want It Darker,Leonard Cohen,266393.53750000003
Dance Me to the End of Love,Leonard Cohen,305875.16309
Famous Blue Raincoat,Leonard Cohen,230697.01058
"So Long, Marianne",Leonard Cohen,220514.18486
I'm Your Man,Leonard Cohen,158175.05833
The Partisan,Leonard Cohen,98530.34211
"Hey, That's No Way to Say Goodbye",Leonard Cohen,90899.38263000001
Everybody Knows,Leonard Cohen,117268.16317
Killing Me Softly With His Song,Fugees,2314793.09527
Ready or Not,Fugees,1227413.44644
Fu-Gee-La,Fugees,554180.25993
"No Woman, No Cry",Fugees,263325.04073999997
Zealots,Fugees,123975.94956
Nappy Heads - Remix,Fugees,123608.56771999999
How Many Mics,Fugees,84639.52344
The Score (feat. Diamond D),Fugees,45196.600940000004
The Mask,Fugees,31020.265900000002
The Anthem,Good Charlotte,1363589.3429400001
Lifestyles of the Rich & Famous,Good Charlotte,764274.56989
I Just Wanna Live,Good Charlotte,366105.75534000003
Girls & Boys,Good Charlotte,315237.87607
Little Things,Good Charlotte,258499.39044
I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,422600.34586
The River,Good Charlotte,394275.28625
TAKE THIS CROWN (feat. Good Charlotte),Good Charlotte,8554.0322
SELF-SABOTAGE (feat. Good Charlotte),Good Charlotte,5144.93238
Like It's Her Birthday,Good Charlotte,71147.60467
Ace of Spades,Motörhead,1441013.4442500002
Overkill,Motörhead,246729.61132000003
The Game (Triple H),Motörhead,290323.89504
Killed by Death,Motörhead,141895.18726
God Was Never on Your Side,Motörhead,95608.68156
Hellraiser - 30th Anniversary Edition,Motörhead,54183.30666
In the Name of Tragedy,Motörhead,43393.46927
Love Me Forever,Motörhead,59681.6248
Rock Out,Motörhead,21271.68285
Born To Raise Hell,Motörhead,37656.426020000006
The Phantom Of The Opera,Nightwish,183923.68892000002
Élan,Nightwish,203714.00169
Amaranth,Nightwish,374703.19147
Nemo,Nightwish,297945.64125
Storytime,Nightwish,117676.8229
End Of All Hope,Nightwish,137122.37170000002
Noise,Nightwish,100230.89835
Over The Hills And Far Away,Nightwish,191325.99445
Todo se transforma,Jorge Drexler,313059.52868000005
Tocarte,Jorge Drexler,70877.64942
Me haces bien,Jorge Drexler,249546.21142
Nominao,Jorge Drexler,129312.87864000001
Asilo (feat. Mon Laferte),Jorge Drexler,144421.98737000002
Inoportuna,Jorge Drexler,70072.30431
Lisboa-Madrid,Jorge Drexler,35853.038649999995
La edad del cielo,Jorge Drexler,84553.15458
Tinta y Tiempo,Jorge Drexler,14641.69413
La trama y el desenlace,Jorge Drexler,135949.28694
Friend of the Devil,Grateful Dead,368238.77647
Althea - 2013 Remaster,Grateful Dead,176539.89667
Casey Jones - 2013 Remaster,Grateful Dead,324062.50928
Ripple - 2013 Remaster,Grateful Dead,244308.87332
Touch of Grey - 2013 Remaster,Grateful Dead,225126.52636000002
Truckin' - 2013 Remaster,Grateful Dead,206688.88309000002
Scarlet Begonias - 2013 Remaster,Grateful Dead,146950.204
Fire on the Mountain - 2013 Remaster,Grateful Dead,109417.10888
Shakedown Street - 2013 Remaster,Grateful Dead,140552.25791
Franklin's Tower - 2013 Remaster,Grateful Dead,66253.67126
Real Muthaphuckkin' G's,Eazy-E,985044.07415
No More ?'s,Eazy-E,317153.45735000004
Boyz-N-The-Hood,Eazy-E,743382.88804
Boyz-N-The-Hood - Remix,Eazy-E,304839.30804
Eazy-Duz-It,Eazy-E,185363.29413
Switchez,Eazy-E,27446.93008
It's On,Eazy-E,89623.62169
Eazy-er Said Than Dunn,Eazy-E,67629.02782999999
Gimmie That Nutt,Eazy-E,87340.74597999999
"Oh, Pretty Woman",Roy Orbison,1590559.45248
You Got It,Roy Orbison,711804.74677
Only the Lonely,Roy Orbison,278101.32305
In Dreams,Roy Orbison,220167.39905
Crying,Roy Orbison,201140.72763
I Drove All Night,Roy Orbison,192945.6265
California Blue,Roy Orbison,83476.78125
She's a Mystery to Me,Roy Orbison,69186.93439
Blue Bayou,Roy Orbison,73423.59534
Pretty Paper,Roy Orbison,31189.77974
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Stevie Nicks,369209.24492
Edge of Seventeen - 2016 Remaster,Stevie Nicks,1365778.41978
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,Stevie Nicks,228765.78550000003
Leather and Lace (with Don Henley),Stevie Nicks,178325.91728000002
Leather and Lace - 2016 Remaster,Stevie Nicks,94898.41215999999
Rooms on Fire,Stevie Nicks,122390.14826
Stand Back,Stevie Nicks,106673.02186000001
Crystal - 2019 Remaster,Stevie Nicks,62552.57937
Talk to Me,Stevie Nicks,50563.8652
Cotton Candy Land,Stevie Nicks,7968.09094
Goo Goo Muck,The Cramps,167920.38763
Human Fly,The Cramps,115516.43854
I Was A Teenage Werewolf - Remastered,The Cramps,61089.014579999995
I Can't Hardly Stand It,The Cramps,41374.29611
The Way I Walk,The Cramps,30903.04651
Strychnine,The Cramps,6868.62275
Green Fuz,The Cramps,8611.50866
Domino,The Cramps,13911.38902
Rockin' Bones,The Cramps,6113.14149
Experience,Daniel Hope,1217110.02092
Notturno for Strings and Harp,Daniel Hope,58981.67131
Petricor,Daniel Hope,144073.6718
Life,Daniel Hope,115522.96257
"Canon and Gigue in D Major, P 37: I. Canon",Daniel Hope,17018.50763
Underwood,Daniel Hope,49810.4196
Winter 1 - 2012,Daniel Hope,43437.4205
Orbits,Daniel Hope,43234.09455
Don't Dream It's Over,Crowded House,1763066.18094
Weather With You,Crowded House,642186.28553
Better Be Home Soon,Crowded House,281404.0858
Fall At Your Feet,Crowded House,224409.22793
Distant Sun,Crowded House,95840.46436
Four Seasons In One Day,Crowded House,83788.92695000001
Something So Strong,Crowded House,122472.1013
It's Only Natural,Crowded House,97865.42522
Mean To Me,Crowded House,58849.4913
Into Temptation,Crowded House,42922.58116
Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon,Sir Neville Marriner,245330.93612
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio",Sir Neville Marriner,107920.68771
Il barbiere di Siviglia: Overture (Sinfonia),Sir Neville Marriner,54716.846970000006
Mozart: Concerto For Clarinet And Orchestra In A (K. 622),Sir Neville Marriner,11462.734170000002
"Boccherini: String Quintet in E Major, Op. 13 No. 6, G. 282: III. Minuetto - Trio",Sir Neville Marriner,18593.41609
Capriol Suite: 5. Pied-en- l'air,Sir Neville Marriner,13720.96484
Solomon HWV 67 / Act 3: The Arrival Of The Queen Of Sheba,Sir Neville Marriner,18425.23198
"Teil 1 - Sherlock Holmes und die Geheimwaffe - Sherlock Holmes - Die neuen Romane, Band 54",Sir Arthur Conan Doyle,67.59252000000001
"Teil 10 - Sherlock Holmes und der blinde Bettler - Die neuen Abenteuer, Folge 50",Sir Arthur Conan Doyle,78.76111
"Teil 9 - Sherlock Holmes und der blinde Bettler - Die neuen Abenteuer, Folge 50",Sir Arthur Conan Doyle,45.62494
"Teil 6 - Sherlock Holmes und der blinde Bettler - Die neuen Abenteuer, Folge 50",Sir Arthur Conan Doyle,45.272940000000006
